species,individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthOfColonyinMetersCorrected,depthOfColonyinMeters,locationID,clusterID_num
Aspa,Aspat-1624,RRAP_ECT01_2022_Aspat_CBLM_1624,-23.9083101,152.3865646,CBLM,-0.5,NA,NA,CBLM_34,72
Aspa,Aspat-1625,RRAP_ECT01_2022_Aspat_CBLM_1625,-23.90832678,152.3865125,CBLM,-1.1,NA,NA,CBLM_31,72
Aspa,Aspat-1626,RRAP_ECT01_2022_Aspat_CBLM_1626,-23.90860246,152.3867034,CBLM,-0.4,NA,NA,CBLM_19,72
Aspa,Aspat-1627,RRAP_ECT01_2022_Aspat_CBLM_1627,-23.90872367,152.386629,CBLM,-0.4,NA,NA,CBLM_17,70
Aspa,Aspat-1628,RRAP_ECT01_2022_Aspat_CBLM_1628,-23.90881679,152.386503,CBLM,-0.4,NA,NA,CBLM_16,69
Aspa,Aspat-1629,RRAP_ECT01_2022_Aspat_CBLM_1629,-23.90892844,152.3864628,CBLM,-0.4,NA,NA,CBLM_15,68
Aspa,Aspat-1630,RRAP_ECT01_2022_Aspat_CBLM_1630,-23.90908836,152.386376,CBLM,-0.4,NA,NA,CBLM_14,67
Aspa,Aspat-1631,RRAP_ECT01_2022_Aspat_CBLM_1631,-23.90915475,152.3863735,CBLM,-0.4,NA,NA,CBLM_13,67
Aspa,Aspat-1632,RRAP_ECT01_2022_Aspat_CBLM_1632,-23.90931292,152.3862838,CBLM,-0.4,NA,NA,CBLM_12,66
Aspa,Aspat-1633,RRAP_ECT01_2022_Aspat_CBLM_1633,-23.90933219,152.3862881,CBLM,-0.4,NA,NA,CBLM_11,66
Aspa,Aspat-1634,RRAP_ECT01_2022_Aspat_CBLM_1634,-23.90942582,152.3862434,CBLM,-0.3,NA,NA,CBLM_10,66
Aspa,Aspat-1635,RRAP_ECT01_2022_Aspat_CBLM_1635,-23.90954635,152.3860341,CBLM,-0.3,NA,NA,CBLM_7,65
Aspa,Aspat-1636,RRAP_ECT01_2022_Aspat_CBLM_1636,-23.90977342,152.3860339,CBLM,-0.3,NA,NA,CBLM_5,63
Aspa,Aspat-1637,RRAP_ECT01_2022_Aspat_CBLM_1637,-23.9101558,152.3860247,CBLM,-0.3,NA,NA,CBLM_2,61
Aspa,Aspat-1638,RRAP_ECT01_2022_Aspat_CBLM_1638,-23.90985128,152.3857347,CBLM,-0.3,NA,NA,CBLM_4,62
Aspa,Aspat-1641,RRAP_ECT01_2022_Aspat_CBLM_1641,-23.9083231,152.3863455,CBLM,1,NA,NA,CBLM_33,74
Aspa,Aspat-1642,RRAP_ECT01_2022_Aspat_CBLM_1642,-23.90838822,152.3863165,CBLM,0.7,NA,NA,CBLM_27,74
Aspa,Aspat-1643,RRAP_ECT01_2022_Aspat_CBLM_1643,-23.90839644,152.3863147,CBLM,0.7,NA,NA,CBLM_26,74
Aspa,Aspat-1644,RRAP_ECT01_2022_Aspat_CBLM_1644,-23.90854949,152.3861689,CBLM,1.9,NA,NA,CBLM_21,73
Aspa,Aspat-1645,RRAP_ECT01_2022_Aspat_CBLM_1645,-23.90860758,152.386056,CBLM,1.8,NA,NA,CBLM_18,71
Aspa,Aspat-1646,RRAP_ECT01_2022_Aspat_CBLM_1646,-23.90953411,152.3859078,CBLM,0.2,NA,NA,CBLM_9,64
Aspa,Aspat-1647,RRAP_ECT01_2022_Aspat_CBLM_1647,-23.90953512,152.3858995,CBLM,0.5,NA,NA,CBLM_8,64
Aspa,Aspat-1648,RRAP_ECT01_2022_Aspat_CBLM_1648,-23.9095891,152.3859064,CBLM,0.5,NA,NA,CBLM_6,64
Aspa,Aspat-1649,RRAP_ECT01_2022_Aspat_CBLM_1649,-23.90987844,152.3857418,CBLM,2,NA,NA,CBLM_3,62
Aspa,Aspat-1650,RRAP_ECT01_2022_Aspat_CBLM_1650,-23.90845218,152.386493,CBLM,-0.5,NA,NA,CBLM_25,72
Aspa,Aspat-1651,RRAP_ECT01_2022_Aspat_CBLM_1651,-23.90848931,152.3865544,CBLM,-0.5,NA,NA,CBLM_24,72
Aspa,Aspat-1652,RRAP_ECT01_2022_Aspat_CBLM_1652,-23.90852552,152.3866161,CBLM,-0.5,NA,NA,CBLM_23,72
Aspa,Aspat-1653,RRAP_ECT01_2022_Aspat_CBLM_1653,-23.90854991,152.3866916,CBLM,-0.4,NA,NA,CBLM_20,72
Aspa,Aspat-1654,RRAP_ECT01_2022_Aspat_CBLM_1654,-23.90853968,152.3866672,CBLM,-0.5,NA,NA,CBLM_22,72
Aspa,Aspat-1656,RRAP_ECT01_2022_Aspat_FITR_1656,-23.61269848,152.1551499,FITR,0.7,NA,NA,FITR_40,144
Aspa,Aspat-1657,RRAP_ECT01_2022_Aspat_FITR_1657,-23.61273696,152.1551793,FITR,0.5,NA,NA,FITR_37,144
Aspa,Aspat-1658,RRAP_ECT01_2022_Aspat_FITR_1658,-23.61273981,152.1551789,FITR,0.3,NA,NA,FITR_36,144
Aspa,Aspat-1659,RRAP_ECT01_2022_Aspat_FITR_1659,-23.61276244,152.1551767,FITR,-0.6,NA,NA,FITR_35,144
Aspa,Aspat-1660,RRAP_ECT01_2022_Aspat_FITR_1660,-23.61279085,152.1551679,FITR,-0.6,NA,NA,FITR_34,144
Aspa,Aspat-1661,RRAP_ECT01_2022_Aspat_FITR_1661,-23.61285313,152.155153,FITR,-0.6,NA,NA,FITR_31,144
Aspa,Aspat-1662,RRAP_ECT01_2022_Aspat_FITR_1662,-23.61286864,152.1551611,FITR,-0.6,NA,NA,FITR_30,144
Aspa,Aspat-1663,RRAP_ECT01_2022_Aspat_FITR_1663,-23.61289487,152.1551909,FITR,-0.6,NA,NA,FITR_28,144
Aspa,Aspat-1664,RRAP_ECT01_2022_Aspat_FITR_1664,-23.61289144,152.155196,FITR,-0.6,NA,NA,FITR_29,144
Aspa,Aspat-1665,RRAP_ECT01_2022_Aspat_FITR_1665,-23.61294835,152.1551952,FITR,-0.6,NA,NA,FITR_26,144
Aspa,Aspat-1666,RRAP_ECT01_2022_Aspat_FITR_1666,-23.61311037,152.155027,FITR,-0.6,NA,NA,FITR_21,138
Aspa,Aspat-1667,RRAP_ECT01_2022_Aspat_FITR_1667,-23.61315354,152.1549629,FITR,-0.6,NA,NA,FITR_17,138
Aspa,Aspat-1668,RRAP_ECT01_2022_Aspat_FITR_1668,-23.61314868,152.1549424,FITR,-0.6,NA,NA,FITR_18,138
Aspa,Aspat-1669,RRAP_ECT01_2022_Aspat_FITR_1669,-23.6132102,152.1549204,FITR,-0.6,NA,NA,FITR_13,138
Aspa,Aspat-1670,RRAP_ECT01_2022_Aspat_FITR_1670,-23.61324825,152.1548894,FITR,-0.6,NA,NA,FITR_10,138
Aspa,Aspat-1671,RRAP_ECT01_2022_Aspat_FITR_1671,-23.61323677,152.1548745,FITR,-0.6,NA,NA,FITR_11,138
Aspa,Aspat-1672,RRAP_ECT01_2022_Aspat_FITR_1672,-23.61323434,152.1548535,FITR,-0.6,NA,NA,FITR_12,138
Aspa,Aspat-1673,RRAP_ECT01_2022_Aspat_FITR_1673,-23.61330198,152.1548048,FITR,-0.7,NA,NA,FITR_9,138
Aspa,Aspat-1674,RRAP_ECT01_2022_Aspat_FITR_1674,-23.61333735,152.1547489,FITR,-0.7,NA,NA,FITR_6,138
Aspa,Aspat-1675,RRAP_ECT01_2022_Aspat_FITR_1675,-23.61333995,152.1546884,FITR,-0.7,NA,NA,FITR_5,138
Aspa,Aspat-1676,RRAP_ECT01_2022_Aspat_FITR_1676,-23.61333442,152.1546905,FITR,-0.7,NA,NA,FITR_7,138
Aspa,Aspat-1677,RRAP_ECT01_2022_Aspat_FITR_1677,-23.613377,152.1546883,FITR,-0.7,NA,NA,FITR_3,138
Aspa,Aspat-1678,RRAP_ECT01_2022_Aspat_FITR_1678,-23.61338505,152.1546684,FITR,-0.7,NA,NA,FITR_2,138
Aspa,Aspat-1679,RRAP_ECT01_2022_Aspat_FITR_1679,-23.61339368,152.1546109,FITR,-0.7,NA,NA,FITR_1,138
Aspa,Aspat-1680,RRAP_ECT01_2022_Aspat_FITR_1680,-23.61335688,152.1544077,FITR,-0.7,NA,NA,FITR_4,139
Aspa,Aspat-1681,RRAP_ECT01_2022_Aspat_FITR_1681,-23.61333325,152.1543921,FITR,0.3,NA,NA,FITR_8,139
Aspa,Aspat-1682,RRAP_ECT01_2022_Aspat_FITR_1682,-23.6131967,152.1543092,FITR,-0.7,NA,NA,FITR_15,141
Aspa,Aspat-1683,RRAP_ECT01_2022_Aspat_FITR_1683,-23.61311716,152.1543358,FITR,-0.7,NA,NA,FITR_19,141
Aspa,Aspat-1684,RRAP_ECT01_2022_Aspat_FITR_1684,-23.61304265,152.1543612,FITR,-0.7,NA,NA,FITR_23,141
Aspa,Aspat-1685,RRAP_ECT01_2022_Aspat_FITR_1685,-23.61297802,152.1544509,FITR,-0.7,NA,NA,FITR_24,141
Aspa,Aspat-1686,RRAP_ECT01_2022_Aspat_FITR_1686,-23.61292337,152.1544842,FITR,-0.7,NA,NA,FITR_27,141
Aspa,Aspat-1687,RRAP_ECT01_2022_Aspat_FITR_1687,-23.61279773,152.1476459,FITR,-0.8,NA,NA,FITR_33,146
Aspa,Aspat-1688,RRAP_ECT01_2022_Aspat_FITR_1688,-23.61268482,152.1476954,FITR,-0.7,NA,NA,FITR_41,148
Aspa,Aspat-1689,RRAP_ECT01_2022_Aspat_FITR_1689,-23.61283083,152.1475072,FITR,-0.8,NA,NA,FITR_32,145
Aspa,Aspat-1690,RRAP_ECT01_2022_Aspat_FITR_1690,-23.61320064,152.1471301,FITR,-0.8,NA,NA,FITR_14,140
Aspa,Aspat-1691,RRAP_ECT01_2022_Aspat_FITR_1691,-23.6131807,152.1471603,FITR,-0.8,NA,NA,FITR_16,140
Aspa,Aspat-1692,RRAP_ECT01_2022_Aspat_FITR_1692,-23.61311691,152.1474468,FITR,-0.8,NA,NA,FITR_20,142
Aspa,Aspat-1693,RRAP_ECT01_2022_Aspat_FITR_1693,-23.61308808,152.1474849,FITR,-0.8,NA,NA,FITR_22,142
Aspa,Aspat-1694,RRAP_ECT01_2022_Aspat_FITR_1694,-23.61294986,152.1475393,FITR,-0.8,NA,NA,FITR_25,143
Aspa,Aspat-1695,RRAP_ECT01_2022_Aspat_FITR_1695,-23.61271592,152.1478878,FITR,-0.8,NA,NA,FITR_38,147
Aspa,Aspat-1696,RRAP_ECT01_2022_Aspat_FITR_1696,-23.61271424,152.147891,FITR,-0.8,NA,NA,FITR_39,147
Aspa,Aspat-1697,RRAP_ECT01_2022_Aspat_FITR_1697,-23.61268122,152.1479282,FITR,-0.8,NA,NA,FITR_42,147
Aspa,Aspat-1698,RRAP_ECT01_2022_Aspat_FITR_1698,-23.61267929,152.1480325,FITR,-0.8,NA,NA,FITR_43,147
Aspa,Aspat-1699,RRAP_ECT01_2022_Aspat_FITR_1699,-23.61263922,152.1480894,FITR,-0.8,NA,NA,FITR_44,147
Aspa,Aspat-1700,RRAP_ECT01_2022_Aspat_FITR_1700,-23.61261995,152.1481099,FITR,-0.8,NA,NA,FITR_45,147
Aspa,Aspat-1701,RRAP_ECT01_2022_Aspat_FITR_1701,-23.6125663,152.1481586,FITR,-0.8,NA,NA,FITR_46,147
Aspa,Aspat-1702,RRAP_ECT01_2022_Aspat_FITR_1702,-23.61244711,152.1482531,FITR,-0.8,NA,NA,FITR_47,149
Aspa,Aspat-1703,RRAP_ECT01_2022_Aspat_FITR_1703,-23.61241744,152.1483251,FITR,-0.8,NA,NA,FITR_48,149
Aspa,Aspat-1704,RRAP_ECT01_2022_Aspat_FITR_1704,-23.61237461,152.1483562,FITR,-0.8,NA,NA,FITR_49,149
Aspa,Aspat-1705,RRAP_ECT01_2022_Aspat_FITR_1705,-23.61233228,152.1483573,FITR,-0.8,NA,NA,FITR_50,149
Aspa,Aspat-1706,RRAP_ECT01_2022_Aspat_FITR_1706,-23.61230537,152.1483886,FITR,-0.8,NA,NA,FITR_51,149
Aspa,Aspat-1707,RRAP_ECT01_2022_Aspat_FITR_1707,-23.61223681,152.1483894,FITR,-0.8,NA,NA,FITR_52,149
Aspa,Aspat-1708,RRAP_ECT01_2022_Aspat_FITR_1708,-23.61219741,152.1483736,FITR,-0.8,NA,NA,FITR_53,149
Aspa,Aspat-1709,RRAP_ECT01_2022_Aspat_FITR_1709,-23.61212407,152.148339,FITR,-0.8,NA,NA,FITR_54,149
Aspa,Aspat-1710,RRAP_ECT01_2022_Aspat_FITR_1710,-23.61204537,152.1483796,FITR,-0.8,NA,NA,FITR_55,149
Aspa,Aspat-1711,RRAP_ECT01_2022_Aspat_FITR_1711,-23.61202022,152.1484059,FITR,-0.8,NA,NA,FITR_56,149
Aspa,Aspat-1712,RRAP_ECT01_2022_Aspat_FITR_1712,-23.61199122,152.1484624,FITR,-0.8,NA,NA,FITR_57,149
Aspa,Aspat-1713,RRAP_ECT01_2022_Aspat_FITR_1713,-23.61193506,152.1484239,FITR,-0.8,NA,NA,FITR_58,149
Aspa,Aspat-1714,RRAP_ECT01_2022_Aspat_FITR_1714,-23.61183649,152.1483399,FITR,-0.7,NA,NA,FITR_59,150
Aspa,Aspat-1715,RRAP_ECT01_2022_Aspat_FITR_1715,-23.61178771,152.1482628,FITR,-0.7,NA,NA,FITR_60,150
Aspa,Aspat-1716,RRAP_ECT01_2022_Aspat_FITR_1716,-23.61177354,152.148235,FITR,-0.7,NA,NA,FITR_61,150
Aspa,Aspat-1717,RRAP_ECT01_2022_Aspat_CBHE_1717,-23.43974219,151.9800225,CBHE,0.2,NA,NA,CBHE_46,32
Aspa,Aspat-1718,RRAP_ECT01_2022_Aspat_CBHE_1718,-23.43960883,151.9798389,CBHE,-0.8,NA,NA,CBHE_58,30
Aspa,Aspat-1719,RRAP_ECT01_2022_Aspat_CBHE_1719,-23.43965795,151.9797847,CBHE,-0.8,NA,NA,CBHE_55,30
Aspa,Aspat-1720,RRAP_ECT01_2022_Aspat_CBHE_1720,-23.43968485,151.9797746,CBHE,-1,NA,NA,CBHE_50,30
Aspa,Aspat-1721,RRAP_ECT01_2022_Aspat_CBHE_1721,-23.43969902,151.9797729,CBHE,-1,NA,NA,CBHE_48,30
Aspa,Aspat-1722,RRAP_ECT01_2022_Aspat_CBHE_1722,-23.43974303,151.9797493,CBHE,-1,NA,NA,CBHE_45,30
Aspa,Aspat-1723,RRAP_ECT01_2022_Aspat_CBHE_1723,-23.43975342,151.979739,CBHE,-0.9,NA,NA,CBHE_43,30
Aspa,Aspat-1724,RRAP_ECT01_2022_Aspat_CBHE_1724,-23.43977496,151.9797213,CBHE,-0.8,NA,NA,CBHE_40,30
Aspa,Aspat-1725,RRAP_ECT01_2022_Aspat_CBHE_1725,-23.43968452,151.9795906,CBHE,-1,NA,NA,CBHE_51,30
Aspa,Aspat-1726,RRAP_ECT01_2022_Aspat_CBHE_1726,-23.43975786,151.979636,CBHE,-0.6,NA,NA,CBHE_41,30
Aspa,Aspat-1727,RRAP_ECT01_2022_Aspat_CBHE_1727,-23.43966725,151.9795826,CBHE,-1.3,NA,NA,CBHE_53,30
Aspa,Aspat-1728,RRAP_ECT01_2022_Aspat_CBHE_1728,-23.43961998,151.9797301,CBHE,-0.8,NA,NA,CBHE_57,30
Aspa,Aspat-1729,RRAP_ECT01_2022_Aspat_CBHE_1729,-23.43966071,151.9797433,CBHE,-1,NA,NA,CBHE_54,30
Aspa,Aspat-1730,RRAP_ECT01_2022_Aspat_CBHE_1730,-23.43967086,151.9797437,CBHE,-1,NA,NA,CBHE_52,30
Aspa,Aspat-1731,RRAP_ECT01_2022_Aspat_CBHE_1731,-23.43963532,151.9797716,CBHE,-0.8,NA,NA,CBHE_56,30
Aspa,Aspat-1732,RRAP_ECT01_2022_Aspat_CBHE_1732,-23.43907163,151.9822522,CBHE,-0.5,NA,NA,CBHE_74,42
Aspa,Aspat-1733,RRAP_ECT01_2022_Aspat_CBHE_1733,-23.43908429,151.9822389,CBHE,-0.4,NA,NA,CBHE_73,42
Aspa,Aspat-1734,RRAP_ECT01_2022_Aspat_CBHE_1734,-23.43905579,151.982217,CBHE,-0.5,NA,NA,CBHE_75,42
Aspa,Aspat-1735,RRAP_ECT01_2022_Aspat_CBHE_1735,-23.4390055,151.9820785,CBHE,-0.4,NA,NA,CBHE_76,43
Aspa,Aspat-1736,RRAP_ECT01_2022_Aspat_CBHE_1736,-23.43897323,151.9820732,CBHE,0.1,NA,NA,CBHE_77,43
Aspa,Aspat-1737,RRAP_ECT01_2022_Aspat_CBHE_1737,-23.43888187,151.9819631,CBHE,1,NA,NA,CBHE_79,44
Aspa,Aspat-1738,RRAP_ECT01_2022_Aspat_CBHE_1738,-23.43889008,151.9818672,CBHE,0.1,NA,NA,CBHE_78,44
Aspa,Aspat-1739,RRAP_ECT01_2022_Aspat_CBHE_1739,-23.43914372,151.9818917,CBHE,-0.7,NA,NA,CBHE_72,41
Aspa,Aspat-1740,RRAP_ECT01_2022_Aspat_CBHE_1740,-23.43939216,151.9819606,CBHE,-0.6,NA,NA,CBHE_67,36
Aspa,Aspat-1741,RRAP_ECT01_2022_Aspat_CBHE_1741,-23.43929082,151.9817874,CBHE,0.5,NA,NA,CBHE_68,37
Aspa,Aspat-1742,RRAP_ECT01_2022_Aspat_CBHE_1742,-23.43927607,151.9816192,CBHE,0.4,NA,NA,CBHE_69,38
Aspa,Aspat-1743,RRAP_ECT01_2022_Aspat_CBHE_1743,-23.43950188,151.9816625,CBHE,-0.6,NA,NA,CBHE_63,34
Aspa,Aspat-1744,RRAP_ECT01_2022_Aspat_CBHE_1744,-23.43941965,151.9818036,CBHE,-0.7,NA,NA,CBHE_66,35
Aspa,Aspat-1745,RRAP_ECT01_2022_Aspat_CBHE_1745,-23.43925687,151.9821311,CBHE,-0.8,NA,NA,CBHE_70,39
Aspa,Aspat-1746,RRAP_ECT01_2022_Aspat_CBHE_1746,-23.43924254,151.9822725,CBHE,-0.7,NA,NA,CBHE_71,40
Aspa,Aspat-1747,RRAP_ECT01_2022_Aspat_CBHE_1747,-23.43946181,151.9828142,CBHE,-0.2,NA,NA,CBHE_65,33
Aspa,Aspat-1748,RRAP_ECT01_2022_Aspat_CBHE_1748,-23.43984369,151.9830175,CBHE,-0.4,NA,NA,CBHE_38,29
Aspa,Aspat-1749,RRAP_ECT01_2022_Aspat_CBHE_1749,-23.43983229,151.9829794,CBHE,-0.7,NA,NA,CBHE_39,29
Aspa,Aspat-1750,RRAP_ECT01_2022_Aspat_CBHE_1750,-23.43974604,151.9829475,CBHE,-0.7,NA,NA,CBHE_44,29
Aspa,Aspat-1751,RRAP_ECT01_2022_Aspat_CBHE_1751,-23.43969793,151.9829468,CBHE,-0.7,NA,NA,CBHE_49,29
Aspa,Aspat-1752,RRAP_ECT01_2022_Aspat_CBHE_1752,-23.43973992,151.9829582,CBHE,-0.7,NA,NA,CBHE_47,29
Aspa,Aspat-1753,RRAP_ECT01_2022_Aspat_CBHE_1753,-23.43975744,151.9827861,CBHE,-0.7,NA,NA,CBHE_42,31
Aspa,Aspat-1754,RRAP_ECT01_2022_Aspat_CBHE_1754,-23.43952434,151.9828049,CBHE,-0.8,NA,NA,CBHE_61,33
Aspa,Aspat-1755,RRAP_ECT01_2022_Aspat_CBHE_1755,-23.43952711,151.9827924,CBHE,-0.8,NA,NA,CBHE_60,33
Aspa,Aspat-1756,RRAP_ECT01_2022_Aspat_CBHE_1756,-23.43953029,151.9828023,CBHE,-0.8,NA,NA,CBHE_59,33
Aspa,Aspat-1757,RRAP_ECT01_2022_Aspat_CBHE_1757,-23.4395168,151.9827985,CBHE,-0.8,NA,NA,CBHE_62,33
Aspa,Aspat-1758,RRAP_ECT01_2022_Aspat_CBHE_1758,-23.43949375,151.9827862,CBHE,-0.8,NA,NA,CBHE_64,33
Aspa,Aspat-1759,RRAP_ECT01_2022_Aspat_CBHE_1759,-23.4402156,151.9805621,CBHE,-1.1,NA,NA,CBHE_29,27
Aspa,Aspat-1760,RRAP_ECT01_2022_Aspat_CBHE_1760,-23.4402363,151.9805277,CBHE,-1.1,NA,NA,CBHE_26,27
Aspa,Aspat-1761,RRAP_ECT01_2022_Aspat_CBHE_1761,-23.44024049,151.9805168,CBHE,-0.9,NA,NA,CBHE_25,27
Aspa,Aspat-1762,RRAP_ECT01_2022_Aspat_CBHE_1762,-23.44023286,151.9805083,CBHE,-0.9,NA,NA,CBHE_28,27
Aspa,Aspat-1763,RRAP_ECT01_2022_Aspat_CBHE_1763,-23.44023538,151.9804982,CBHE,-0.9,NA,NA,CBHE_27,27
Aspa,Aspat-1764,RRAP_ECT01_2022_Aspat_CBHE_1764,-23.44025072,151.9804624,CBHE,-0.9,NA,NA,CBHE_24,27
Aspa,Aspat-1765,RRAP_ECT01_2022_Aspat_CBHE_1765,-23.44025264,151.9804592,CBHE,-0.9,NA,NA,CBHE_23,27
Aspa,Aspat-1766,RRAP_ECT01_2022_Aspat_CBHE_1766,-23.44016489,151.9804647,CBHE,-0.6,NA,NA,CBHE_30,27
Aspa,Aspat-1767,RRAP_ECT01_2022_Aspat_CBHE_1767,-23.44011527,151.9805075,CBHE,-0.5,NA,NA,CBHE_33,27
Aspa,Aspat-1768,RRAP_ECT01_2022_Aspat_CBHE_1768,-23.44033797,151.9801228,CBHE,-0.9,NA,NA,CBHE_21,26
Aspa,Aspat-1769,RRAP_ECT01_2022_Aspat_CBHE_1769,-23.44033973,151.9801186,CBHE,-1,NA,NA,CBHE_20,26
Aspa,Aspat-1770,RRAP_ECT01_2022_Aspat_CBHE_1770,-23.44028508,151.9801782,CBHE,-0.8,NA,NA,CBHE_22,26
Aspa,Aspat-1771,RRAP_ECT01_2022_Aspat_CBHE_1771,-23.44016053,151.9802457,CBHE,-1.2,NA,NA,CBHE_31,28
Aspa,Aspat-1772,RRAP_ECT01_2022_Aspat_CBHE_1772,-23.4401265,151.9802402,CBHE,-1.2,NA,NA,CBHE_32,28
Aspa,Aspat-1773,RRAP_ECT01_2022_Aspat_CBHE_1773,-23.44011392,151.9802236,CBHE,-1.2,NA,NA,CBHE_34,28
Aspa,Aspat-1774,RRAP_ECT01_2022_Aspat_CBHE_1774,-23.44004955,151.9802609,CBHE,-1,NA,NA,CBHE_37,28
Aspa,Aspat-1775,RRAP_ECT01_2022_Aspat_CBHE_1775,-23.44005592,151.9802674,CBHE,-0.5,NA,NA,CBHE_36,28
Aspa,Aspat-1776,RRAP_ECT01_2022_Aspat_CBHE_1776,-23.44007193,151.9803006,CBHE,-0.3,NA,NA,CBHE_35,28
Aspa,Aspat-426,RRAP_ECT01_2022_Aspat_HICK_426,-14.475094,145.502542,HICK,3.2,NA,NA,HICK_26,153
Aspa,Aspat-427,RRAP_ECT01_2022_Aspat_HICK_427,-14.475117,145.502517,HICK,3.4,NA,NA,HICK_20,153
Aspa,Aspat-428,RRAP_ECT01_2022_Aspat_HICK_428,-14.47508,145.502557,HICK,2.1,NA,NA,HICK_30,153
Aspa,Aspat-429,RRAP_ECT01_2022_Aspat_HICK_429,-14.475055,145.502585,HICK,4,NA,NA,HICK_37,153
Aspa,Aspat-430,RRAP_ECT01_2022_Aspat_HICK_430,-14.47508,145.50259,HICK,4.1,NA,NA,HICK_31,153
Aspa,Aspat-431,RRAP_ECT01_2022_Aspat_HICK_431,-14.475049,145.502616,HICK,3.1,NA,NA,HICK_40,153
Aspa,Aspat-432,RRAP_ECT01_2022_Aspat_HICK_432,-14.475019,145.502648,HICK,2.2,NA,NA,HICK_43,153
Aspa,Aspat-433,RRAP_ECT01_2022_Aspat_HICK_433,-14.475007,145.502672,HICK,2.4,NA,NA,HICK_45,153
Aspa,Aspat-434,RRAP_ECT01_2022_Aspat_HICK_434,-14.474992,145.502678,HICK,2.2,NA,NA,HICK_48,153
Aspa,Aspat-435,RRAP_ECT01_2022_Aspat_HICK_435,-14.474981,145.502698,HICK,3,NA,NA,HICK_50,153
Aspa,Aspat-436,RRAP_ECT01_2022_Aspat_HICK_436,-14.474986,145.502689,HICK,2.2,NA,NA,HICK_49,153
Aspa,Aspat-437,RRAP_ECT01_2022_Aspat_HICK_437,-14.47497,145.502715,HICK,2.2,NA,NA,HICK_51,153
Aspa,Aspat-438,RRAP_ECT01_2022_Aspat_HICK_438,-14.474966,145.502713,HICK,2.2,NA,NA,HICK_52,153
Aspa,Aspat-439,RRAP_ECT01_2022_Aspat_HICK_439,-14.474964,145.502743,HICK,1.6,NA,NA,HICK_53,153
Aspa,Aspat-440,RRAP_ECT01_2022_Aspat_HICK_440,-14.474921,145.50275,HICK,1.1,NA,NA,HICK_57,153
Aspa,Aspat-441,RRAP_ECT01_2022_Aspat_HICK_441,-14.474892,145.502861,HICK,1.9,NA,NA,HICK_63,153
Aspa,Aspat-442,RRAP_ECT01_2022_Aspat_HICK_442,-14.47489,145.502862,HICK,2,NA,NA,HICK_65,153
Aspa,Aspat-443,RRAP_ECT01_2022_Aspat_HICK_443,-14.474887,145.502864,HICK,2.7,NA,NA,HICK_67,153
Aspa,Aspat-444,RRAP_ECT01_2022_Aspat_HICK_444,-14.474895,145.502881,HICK,3.3,NA,NA,HICK_62,153
Aspa,Aspat-445,RRAP_ECT01_2022_Aspat_HICK_445,-14.474842,145.502893,HICK,1.2,NA,NA,HICK_81,153
Aspa,Aspat-446,RRAP_ECT01_2022_Aspat_HICK_446,-14.474864,145.50289,HICK,1.2,NA,NA,HICK_73,153
Aspa,Aspat-447,RRAP_ECT01_2022_Aspat_HICK_447,-14.474907,145.502798,HICK,2,NA,NA,HICK_60,153
Aspa,Aspat-448,RRAP_ECT01_2022_Aspat_HICK_448,-14.474994,145.502743,HICK,1.9,NA,NA,HICK_47,153
Aspa,Aspat-449,RRAP_ECT01_2022_Aspat_HICK_449,-14.474852,145.502929,HICK,2.5,NA,NA,HICK_76,153
Aspa,Aspat-450,RRAP_ECT01_2022_Aspat_HICK_450,-14.474892,145.502936,HICK,2.6,NA,NA,HICK_64,153
Aspa,Aspat-451,RRAP_ECT01_2022_Aspat_HICK_451,-14.474847,145.502957,HICK,2.2,NA,NA,HICK_78,153
Aspa,Aspat-452,RRAP_ECT01_2022_Aspat_HICK_452,-14.474843,145.502958,HICK,1.7,NA,NA,HICK_80,153
Aspa,Aspat-453,RRAP_ECT01_2022_Aspat_HICK_453,-14.474845,145.502953,HICK,2.4,NA,NA,HICK_79,153
Aspa,Aspat-454,RRAP_ECT01_2022_Aspat_HICK_454,-14.474847,145.502942,HICK,2.2,NA,NA,HICK_77,153
Aspa,Aspat-455,RRAP_ECT01_2022_Aspat_HICK_455,-14.474828,145.502991,HICK,2.7,NA,NA,HICK_84,153
Aspa,Aspat-456,RRAP_ECT01_2022_Aspat_HICK_456,-14.474808,145.50302,HICK,3.1,NA,NA,HICK_91,153
Aspa,Aspat-457,RRAP_ECT01_2022_Aspat_HICK_457,-14.474835,145.502969,HICK,3.2,NA,NA,HICK_82,153
Aspa,Aspat-458,RRAP_ECT01_2022_Aspat_HICK_458,-14.474766,145.503105,HICK,3.2,NA,NA,HICK_94,153
Aspa,Aspat-459,RRAP_ECT01_2022_Aspat_HICK_459,-14.474748,145.503075,HICK,4.2,NA,NA,HICK_96,153
Aspa,Aspat-460,RRAP_ECT01_2022_Aspat_HICK_460,-14.474749,145.503085,HICK,4.7,NA,NA,HICK_95,153
Aspa,Aspat-461,RRAP_ECT01_2022_Aspat_HICK_461,-14.474809,145.503184,HICK,1.7,NA,NA,HICK_88,153
Aspa,Aspat-462,RRAP_ECT01_2022_Aspat_HICK_462,-14.474723,145.503195,HICK,1.9,NA,NA,HICK_98,153
