species,individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthOfColonyinMetersCorrected,depthOfColonyinMeters,locationID,clusterID_num
Aspa,Aspat-628,RRAP_ECT01_2022_Aspat_NONA_628,-14.650944,145.638312,NONA,0.4,NA,NA,NONA_77,212
Aspa,Aspat-629,RRAP_ECT01_2022_Aspat_NONA_629,-14.650926,145.638278,NONA,0.1,NA,NA,NONA_81,212
Aspa,Aspat-630,RRAP_ECT01_2022_Aspat_NONA_630,-14.650905,145.638249,NONA,0.5,NA,NA,NONA_93,212
Aspa,Aspat-631,RRAP_ECT01_2022_Aspat_NONA_631,-14.650885,145.638248,NONA,0.3,NA,NA,NONA_100,212
Aspa,Aspat-632,RRAP_ECT01_2022_Aspat_NONA_632,-14.65091,145.638211,NONA,1.5,NA,NA,NONA_90,212
Aspa,Aspat-633,RRAP_ECT01_2022_Aspat_NONA_633,-14.650916,145.638216,NONA,1.4,NA,NA,NONA_87,212
Aspa,Aspat-634,RRAP_ECT01_2022_Aspat_NONA_634,-14.650912,145.638227,NONA,1.4,NA,NA,NONA_88,212
Aspa,Aspat-635,RRAP_ECT01_2022_Aspat_NONA_635,-14.650911,145.638238,NONA,0.5,NA,NA,NONA_89,212
Aspa,Aspat-636,RRAP_ECT01_2022_Aspat_NONA_636,-14.65091,145.638233,NONA,0.5,NA,NA,NONA_91,212
Aspa,Aspat-637,RRAP_ECT01_2022_Aspat_NONA_637,-14.65086,145.638305,NONA,0.1,NA,NA,NONA_109,212
Aspa,Aspat-638,RRAP_ECT01_2022_Aspat_NONA_638,-14.650802,145.63836,NONA,1,NA,NA,NONA_124,212
Aspa,Aspat-639,RRAP_ECT01_2022_Aspat_NONA_639,-14.650828,145.638419,NONA,-0.2,NA,NA,NONA_119,212
Aspa,Aspat-640,RRAP_ECT01_2022_Aspat_NONA_640,-14.650853,145.638456,NONA,0,NA,NA,NONA_112,212
Aspa,Aspat-641,RRAP_ECT01_2022_Aspat_NONA_641,-14.650855,145.638471,NONA,0.3,NA,NA,NONA_110,212
Aspa,Aspat-642,RRAP_ECT01_2022_Aspat_NONA_642,-14.65088,145.638513,NONA,0.6,NA,NA,NONA_103,212
Aspa,Aspat-643,RRAP_ECT01_2022_Aspat_NONA_643,-14.650851,145.638511,NONA,1.7,NA,NA,NONA_114,212
Aspa,Aspat-644,RRAP_ECT01_2022_Aspat_NONA_644,-14.65106,145.638459,NONA,1.3,NA,NA,NONA_34,212
Aspa,Aspat-645,RRAP_ECT01_2022_Aspat_NONA_645,-14.651079,145.638409,NONA,0.7,NA,NA,NONA_31,212
Aspa,Aspat-646,RRAP_ECT01_2022_Aspat_NONA_646,-14.651089,145.638403,NONA,0.6,NA,NA,NONA_30,212
Aspa,Aspat-647,RRAP_ECT01_2022_Aspat_NONA_647,-14.651097,145.638401,NONA,0.9,NA,NA,NONA_27,212
Aspa,Aspat-648,RRAP_ECT01_2022_Aspat_NONA_648,-14.651094,145.638389,NONA,1.5,NA,NA,NONA_28,212
Aspa,Aspat-649,RRAP_ECT01_2022_Aspat_NONA_649,-14.651103,145.638376,NONA,1.2,NA,NA,NONA_25,212
Aspa,Aspat-650,RRAP_ECT01_2022_Aspat_NONA_650,-14.6511,145.638356,NONA,1.9,NA,NA,NONA_26,212
Aspa,Aspat-651,RRAP_ECT01_2022_Aspat_NONA_651,-14.65113,145.63841,NONA,3.4,NA,NA,NONA_22,212
Aspa,Aspat-652,RRAP_ECT01_2022_Aspat_MACK_652,-16.038632,145.651362,MACK,0,NA,NA,MACK_115,184
Aspa,Aspat-653,RRAP_ECT01_2022_Aspat_MACK_653,-16.038646,145.651393,MACK,-0.2,NA,NA,MACK_112,184
Aspa,Aspat-654,RRAP_ECT01_2022_Aspat_MACK_654,-16.038669,145.651398,MACK,-0.4,NA,NA,MACK_109,184
Aspa,Aspat-655,RRAP_ECT01_2022_Aspat_MACK_655,-16.038696,145.651379,MACK,-0.4,NA,NA,MACK_106,184
Aspa,Aspat-656,RRAP_ECT01_2022_Aspat_MACK_656,-16.03871,145.651384,MACK,-0.5,NA,NA,MACK_102,184
Aspa,Aspat-657,RRAP_ECT01_2022_Aspat_MACK_657,-16.038723,145.651377,MACK,-0.3,NA,NA,MACK_100,184
Aspa,Aspat-658,RRAP_ECT01_2022_Aspat_MACK_658,-16.038737,145.651368,MACK,-0.3,NA,NA,MACK_91,184
Aspa,Aspat-659,RRAP_ECT01_2022_Aspat_MACK_659,-16.038754,145.651355,MACK,-0.2,NA,NA,MACK_87,184
Aspa,Aspat-660,RRAP_ECT01_2022_Aspat_MACK_660,-16.038734,145.65131,MACK,-0.2,NA,NA,MACK_93,184
Aspa,Aspat-661,RRAP_ECT01_2022_Aspat_MACK_661,-16.038726,145.651299,MACK,-0.5,NA,NA,MACK_99,184
Aspa,Aspat-662,RRAP_ECT01_2022_Aspat_MACK_662,-16.038702,145.651301,MACK,-0.1,NA,NA,MACK_103,184
Aspa,Aspat-663,RRAP_ECT01_2022_Aspat_MACK_663,-16.038701,145.651265,MACK,0.5,NA,NA,MACK_104,184
Aspa,Aspat-664,RRAP_ECT01_2022_Aspat_MACK_664,-16.038695,145.651277,MACK,0.3,NA,NA,MACK_107,184
Aspa,Aspat-665,RRAP_ECT01_2022_Aspat_MACK_665,-16.038721,145.651278,MACK,-0.2,NA,NA,MACK_101,184
Aspa,Aspat-666,RRAP_ECT01_2022_Aspat_MACK_666,-16.03873,145.65128,MACK,-0.6,NA,NA,MACK_96,184
Aspa,Aspat-667,RRAP_ECT01_2022_Aspat_MACK_667,-16.038732,145.651283,MACK,-0.3,NA,NA,MACK_95,184
Aspa,Aspat-668,RRAP_ECT01_2022_Aspat_MACK_668,-16.038734,145.651261,MACK,0.2,NA,NA,MACK_92,184
Aspa,Aspat-669,RRAP_ECT01_2022_Aspat_MACK_669,-16.038732,145.651241,MACK,0.5,NA,NA,MACK_94,184
Aspa,Aspat-670,RRAP_ECT01_2022_Aspat_MACK_670,-16.038752,145.65123,MACK,0.1,NA,NA,MACK_88,184
Aspa,Aspat-671,RRAP_ECT01_2022_Aspat_MACK_671,-16.038768,145.651189,MACK,0,NA,NA,MACK_84,184
Aspa,Aspat-672,RRAP_ECT01_2022_Aspat_MACK_672,-16.038776,145.651205,MACK,-0.4,NA,NA,MACK_79,184
Aspa,Aspat-673,RRAP_ECT01_2022_Aspat_MACK_673,-16.038794,145.651201,MACK,-0.3,NA,NA,MACK_73,184
Aspa,Aspat-674,RRAP_ECT01_2022_Aspat_MACK_674,-16.038782,145.651236,MACK,-0.3,NA,NA,MACK_76,184
Aspa,Aspat-675,RRAP_ECT01_2022_Aspat_MACK_675,-16.038773,145.65127,MACK,-0.5,NA,NA,MACK_81,184
Aspa,Aspat-676,RRAP_ECT01_2022_Aspat_MACK_676,-16.03877,145.651254,MACK,-0.4,NA,NA,MACK_83,184
Aspa,Aspat-677,RRAP_ECT01_2022_Aspat_MACK_677,-16.038773,145.65131,MACK,-0.5,NA,NA,MACK_82,184
Aspa,Aspat-678,RRAP_ECT01_2022_Aspat_MACK_678,-16.038784,145.651278,MACK,-0.5,NA,NA,MACK_75,184
Aspa,Aspat-679,RRAP_ECT01_2022_Aspat_MACK_679,-16.038811,145.651235,MACK,-0.5,NA,NA,MACK_70,184
Aspa,Aspat-680,RRAP_ECT01_2022_Aspat_MACK_680,-16.038828,145.651238,MACK,-0.5,NA,NA,MACK_68,184
Aspa,Aspat-681,RRAP_ECT01_2022_Aspat_MACK_681,-16.038837,145.651247,MACK,-0.4,NA,NA,MACK_65,184
Aspa,Aspat-682,RRAP_ECT01_2022_Aspat_MACK_682,-16.038842,145.651248,MACK,-0.6,NA,NA,MACK_64,184
Aspa,Aspat-683,RRAP_ECT01_2022_Aspat_MACK_683,-16.038856,145.65124,MACK,-0.5,NA,NA,MACK_62,184
Aspa,Aspat-684,RRAP_ECT01_2022_Aspat_MACK_684,-16.038863,145.651225,MACK,-0.6,NA,NA,MACK_59,184
Aspa,Aspat-685,RRAP_ECT01_2022_Aspat_MACK_685,-16.038867,145.651216,MACK,-0.5,NA,NA,MACK_57,184
Aspa,Aspat-686,RRAP_ECT01_2022_Aspat_MACK_686,-16.038865,145.651194,MACK,-0.8,NA,NA,MACK_58,184
Aspa,Aspat-687,RRAP_ECT01_2022_Aspat_MACK_687,-16.038871,145.651172,MACK,-0.7,NA,NA,MACK_55,184
Aspa,Aspat-688,RRAP_ECT01_2022_Aspat_MACK_688,-16.038874,145.65117,MACK,-0.9,NA,NA,MACK_52,184
Aspa,Aspat-689,RRAP_ECT01_2022_Aspat_MACK_689,-16.038878,145.651151,MACK,-0.6,NA,NA,MACK_51,184
Aspa,Aspat-690,RRAP_ECT01_2022_Aspat_MACK_690,-16.038882,145.65113,MACK,-0.7,NA,NA,MACK_50,184
Aspa,Aspat-691,RRAP_ECT01_2022_Aspat_MACK_691,-16.038896,145.651138,MACK,-0.8,NA,NA,MACK_49,184
Aspa,Aspat-692,RRAP_ECT01_2022_Aspat_MACK_692,-16.038913,145.651157,MACK,-0.8,NA,NA,MACK_45,184
Aspa,Aspat-693,RRAP_ECT01_2022_Aspat_MACK_693,-16.038921,145.651154,MACK,-0.6,NA,NA,MACK_42,184
Aspa,Aspat-694,RRAP_ECT01_2022_Aspat_MACK_694,-16.038916,145.651136,MACK,-0.9,NA,NA,MACK_44,184
Aspa,Aspat-695,RRAP_ECT01_2022_Aspat_MACK_695,-16.038918,145.651119,MACK,-0.8,NA,NA,MACK_43,184
Aspa,Aspat-696,RRAP_ECT01_2022_Aspat_MACK_696,-16.03891,145.651106,MACK,-0.7,NA,NA,MACK_47,184
Aspa,Aspat-697,RRAP_ECT01_2022_Aspat_MACK_697,-16.03864,145.651321,MACK,0,NA,NA,MACK_114,184
Aspa,Aspat-698,RRAP_ECT01_2022_Aspat_MACK_698,-16.03868,145.651315,MACK,-0.3,NA,NA,MACK_108,184
Aspa,Aspat-699,RRAP_ECT01_2022_Aspat_MACK_699,-16.038748,145.651243,MACK,0.6,NA,NA,MACK_89,184
Aspa,Aspat-700,RRAP_ECT01_2022_Aspat_MACK_700,-16.038729,145.651233,MACK,0.7,NA,NA,MACK_97,184
Aspa,Aspat-701,RRAP_ECT01_2022_Aspat_MACK_701,-16.038777,145.651192,MACK,0.2,NA,NA,MACK_78,184
Aspa,Aspat-702,RRAP_ECT01_2022_Aspat_MACK_702,-16.038775,145.651189,MACK,0.4,NA,NA,MACK_80,184
Aspa,Aspat-703,RRAP_ECT01_2022_Aspat_MACK_703,-16.03878,145.651111,MACK,1.1,NA,NA,MACK_77,184
Aspa,Aspat-704,RRAP_ECT01_2022_Aspat_MACK_704,-16.038796,145.651102,MACK,0.1,NA,NA,MACK_72,184
Aspa,Aspat-705,RRAP_ECT01_2022_Aspat_MACK_705,-16.03883,145.651114,MACK,-0.3,NA,NA,MACK_67,184
Aspa,Aspat-706,RRAP_ECT01_2022_Aspat_MACK_706,-16.038872,145.651099,MACK,-0.1,NA,NA,MACK_53,184
Aspa,Aspat-707,RRAP_ECT01_2022_Aspat_MACK_707,-16.03886,145.651099,MACK,0.3,NA,NA,MACK_61,184
Aspa,Aspat-708,RRAP_ECT01_2022_Aspat_MACK_708,-16.038861,145.651089,MACK,-0.1,NA,NA,MACK_60,184
Aspa,Aspat-709,RRAP_ECT01_2022_Aspat_MACK_709,-16.03887,145.651082,MACK,0.4,NA,NA,MACK_56,184
Aspa,Aspat-710,RRAP_ECT01_2022_Aspat_MACK_710,-16.038871,145.651063,MACK,0.8,NA,NA,MACK_54,184
Aspa,Aspat-711,RRAP_ECT01_2022_Aspat_MACK_711,-16.038926,145.651066,MACK,0.2,NA,NA,MACK_41,184
Aspa,Aspat-712,RRAP_ECT01_2022_Aspat_STCR_712,-16.075005,145.844256,STCR,0,NA,NA,STCR_94,360
Aspa,Aspat-713,RRAP_ECT01_2022_Aspat_STCR_713,-16.074997,145.844294,STCR,-0.2,NA,NA,STCR_95,360
Aspa,Aspat-714,RRAP_ECT01_2022_Aspat_STCR_714,-16.075025,145.844333,STCR,-0.5,NA,NA,STCR_92,360
Aspa,Aspat-715,RRAP_ECT01_2022_Aspat_STCR_715,-16.075047,145.844359,STCR,-0.5,NA,NA,STCR_90,360
Aspa,Aspat-716,RRAP_ECT01_2022_Aspat_STCR_716,-16.075046,145.844377,STCR,-0.4,NA,NA,STCR_91,360
Aspa,Aspat-717,RRAP_ECT01_2022_Aspat_STCR_717,-16.07507,145.844414,STCR,-0.7,NA,NA,STCR_89,360
Aspa,Aspat-718,RRAP_ECT01_2022_Aspat_STCR_718,-16.075083,145.844422,STCR,-0.6,NA,NA,STCR_88,360
Aspa,Aspat-719,RRAP_ECT01_2022_Aspat_STCR_719,-16.075094,145.844439,STCR,-0.7,NA,NA,STCR_86,360
Aspa,Aspat-720,RRAP_ECT01_2022_Aspat_STCR_720,-16.075092,145.844421,STCR,-0.8,NA,NA,STCR_87,360
Aspa,Aspat-721,RRAP_ECT01_2022_Aspat_STCR_721,-16.07511,145.844413,STCR,-0.4,NA,NA,STCR_84,360
Aspa,Aspat-722,RRAP_ECT01_2022_Aspat_STCR_722,-16.075125,145.844392,STCR,-0.5,NA,NA,STCR_82,360
Aspa,Aspat-723,RRAP_ECT01_2022_Aspat_STCR_723,-16.075131,145.844398,STCR,-0.5,NA,NA,STCR_80,360
Aspa,Aspat-724,RRAP_ECT01_2022_Aspat_STCR_724,-16.075139,145.844392,STCR,-0.4,NA,NA,STCR_79,360
Aspa,Aspat-725,RRAP_ECT01_2022_Aspat_STCR_725,-16.075197,145.844442,STCR,-0.5,NA,NA,STCR_74,360
Aspa,Aspat-726,RRAP_ECT01_2022_Aspat_STCR_726,-16.075199,145.844456,STCR,-0.6,NA,NA,STCR_72,360
Aspa,Aspat-727,RRAP_ECT01_2022_Aspat_STCR_727,-16.0752,145.844456,STCR,-0.6,NA,NA,STCR_71,360
Aspa,Aspat-728,RRAP_ECT01_2022_Aspat_STCR_728,-16.075214,145.844475,STCR,-0.4,NA,NA,STCR_69,360
Aspa,Aspat-729,RRAP_ECT01_2022_Aspat_STCR_729,-16.07523,145.844479,STCR,-0.5,NA,NA,STCR_64,360
Aspa,Aspat-730,RRAP_ECT01_2022_Aspat_STCR_730,-16.07525,145.844473,STCR,-0.7,NA,NA,STCR_59,360
Aspa,Aspat-731,RRAP_ECT01_2022_Aspat_STCR_731,-16.07525,145.844471,STCR,-0.6,NA,NA,STCR_58,360
Aspa,Aspat-732,RRAP_ECT01_2022_Aspat_STCR_732,-16.075257,145.84445,STCR,-0.5,NA,NA,STCR_55,360
Aspa,Aspat-733,RRAP_ECT01_2022_Aspat_STCR_733,-16.075291,145.844421,STCR,-0.6,NA,NA,STCR_48,360
Aspa,Aspat-734,RRAP_ECT01_2022_Aspat_STCR_734,-16.075277,145.844403,STCR,-0.5,NA,NA,STCR_51,360
Aspa,Aspat-735,RRAP_ECT01_2022_Aspat_STCR_735,-16.075248,145.84441,STCR,-0.7,NA,NA,STCR_60,360
Aspa,Aspat-736,RRAP_ECT01_2022_Aspat_STCR_736,-16.075232,145.844359,STCR,-0.3,NA,NA,STCR_62,360
Aspa,Aspat-737,RRAP_ECT01_2022_Aspat_STCR_737,-16.075242,145.844347,STCR,-0.5,NA,NA,STCR_61,360
Aspa,Aspat-738,RRAP_ECT01_2022_Aspat_STCR_738,-16.07523,145.844334,STCR,-0.4,NA,NA,STCR_63,360
Aspa,Aspat-739,RRAP_ECT01_2022_Aspat_STCR_739,-16.075254,145.844307,STCR,-0.4,NA,NA,STCR_56,360
Aspa,Aspat-740,RRAP_ECT01_2022_Aspat_STCR_740,-16.075261,145.844333,STCR,-0.8,NA,NA,STCR_54,360
Aspa,Aspat-741,RRAP_ECT01_2022_Aspat_STCR_741,-16.075279,145.844342,STCR,-0.7,NA,NA,STCR_50,360
Aspa,Aspat-742,RRAP_ECT01_2022_Aspat_STCR_742,-16.075276,145.844343,STCR,-0.7,NA,NA,STCR_52,360
Aspa,Aspat-743,RRAP_ECT01_2022_Aspat_STCR_743,-16.075287,145.844367,STCR,-0.8,NA,NA,STCR_49,360
Aspa,Aspat-744,RRAP_ECT01_2022_Aspat_STCR_744,-16.075311,145.844421,STCR,-0.7,NA,NA,STCR_46,360
Aspa,Aspat-745,RRAP_ECT01_2022_Aspat_STCR_745,-16.075321,145.844441,STCR,-0.9,NA,NA,STCR_45,360
Aspa,Aspat-746,RRAP_ECT01_2022_Aspat_STCR_746,-16.075359,145.844379,STCR,-0.7,NA,NA,STCR_40,360
Aspa,Aspat-747,RRAP_ECT01_2022_Aspat_STCR_747,-16.075394,145.84435,STCR,-0.8,NA,NA,STCR_38,360
Aspa,Aspat-748,RRAP_ECT01_2022_Aspat_STCR_748,-16.075396,145.844331,STCR,-0.7,NA,NA,STCR_37,360
Aspa,Aspat-749,RRAP_ECT01_2022_Aspat_STCR_749,-16.075392,145.844314,STCR,-0.6,NA,NA,STCR_39,360
Aspa,Aspat-750,RRAP_ECT01_2022_Aspat_STCR_750,-16.075355,145.844308,STCR,-0.5,NA,NA,STCR_41,360
Aspa,Aspat-750-B,RRAP_ECT01_2022_Aspat_STCR_750_B,-16.075355,145.844308,STCR,-0.5,NA,NA,STCR_41,360
Aspa,Aspat-751,RRAP_ECT01_2022_Aspat_STCR_751,-16.075353,145.844284,STCR,-0.7,NA,NA,STCR_42,360
Aspa,Aspat-752,RRAP_ECT01_2022_Aspat_STCR_752,-16.072758,145.843531,STCR,2.6,NA,NA,STCR_159,374
Aspa,Aspat-753,RRAP_ECT01_2022_Aspat_STCR_753,-16.072886,145.843642,STCR,0,NA,NA,STCR_149,369
Aspa,Aspat-754,RRAP_ECT01_2022_Aspat_STCR_754,-16.072878,145.843691,STCR,0.2,NA,NA,STCR_152,369
Aspa,Aspat-755,RRAP_ECT01_2022_Aspat_STCR_755,-16.072911,145.843722,STCR,0.7,NA,NA,STCR_143,369
Aspa,Aspat-756,RRAP_ECT01_2022_Aspat_STCR_756,-16.072851,145.843767,STCR,0.6,NA,NA,STCR_154,369
Aspa,Aspat-757,RRAP_ECT01_2022_Aspat_STCR_757,-16.072889,145.843762,STCR,0.1,NA,NA,STCR_146,369
Aspa,Aspat-758,RRAP_ECT01_2022_Aspat_STCR_758,-16.072887,145.843795,STCR,1,NA,NA,STCR_148,369
Aspa,Aspat-759,RRAP_ECT01_2022_Aspat_STCR_759,-16.072918,145.843817,STCR,-0.2,NA,NA,STCR_141,369
Aspa,Aspat-760,RRAP_ECT01_2022_Aspat_STCR_760,-16.072888,145.84383,STCR,1.1,NA,NA,STCR_147,369
Aspa,Aspat-761,RRAP_ECT01_2022_Aspat_STCR_761,-16.072879,145.84386,STCR,1.3,NA,NA,STCR_151,369
Aspa,Aspat-762,RRAP_ECT01_2022_Aspat_STCR_762,-16.072872,145.843927,STCR,2.1,NA,NA,STCR_153,369
Aspa,Aspat-763,RRAP_ECT01_2022_Aspat_STCR_763,-16.072912,145.843939,STCR,0.5,NA,NA,STCR_142,369
Aspa,Aspat-764,RRAP_ECT01_2022_Aspat_STCR_764,-16.072899,145.843973,STCR,1.3,NA,NA,STCR_144,369
Aspa,Aspat-765,RRAP_ECT01_2022_Aspat_STCR_765,-16.072892,145.844005,STCR,1.7,NA,NA,STCR_145,369
Aspa,Aspat-766,RRAP_ECT01_2022_Aspat_STCR_766,-16.072796,145.844061,STCR,2.5,NA,NA,STCR_156,373
Aspa,Aspat-767,RRAP_ECT01_2022_Aspat_STCR_767,-16.072758,145.844073,STCR,3.5,NA,NA,STCR_160,373
Aspa,Aspat-768,RRAP_ECT01_2022_Aspat_STCR_768,-16.072748,145.844185,STCR,2.8,NA,NA,STCR_161,372
Aspa,Aspat-769,RRAP_ECT01_2022_Aspat_STCR_769,-16.072776,145.844206,STCR,2.6,NA,NA,STCR_158,372
Aspa,Aspat-770,RRAP_ECT01_2022_Aspat_STCR_770,-16.072792,145.84421,STCR,2.5,NA,NA,STCR_157,372
Aspa,Aspat-771,RRAP_ECT01_2022_Aspat_STCR_771,-16.072831,145.84419,STCR,2.4,NA,NA,STCR_155,372
Aspa,Aspat-772,RRAP_ECT01_2022_Aspat_FITI_772,-16.93952,145.983204,FITI,0.4,NA,NA,FITI_59,132
Aspa,Aspat-773,RRAP_ECT01_2022_Aspat_FITI_773,-16.939483,145.983211,FITI,0.3,NA,NA,FITI_61,132
Aspa,Aspat-774,RRAP_ECT01_2022_Aspat_FITI_774,-16.939471,145.983233,FITI,0.2,NA,NA,FITI_64,132
Aspa,Aspat-775,RRAP_ECT01_2022_Aspat_FITI_775,-16.939455,145.983239,FITI,-0.1,NA,NA,FITI_69,132
Aspa,Aspat-776,RRAP_ECT01_2022_Aspat_FITI_776,-16.939429,145.983267,FITI,0,NA,NA,FITI_72,132
Aspa,Aspat-777,RRAP_ECT01_2022_Aspat_FITI_777,-16.93937,145.983326,FITI,-0.2,NA,NA,FITI_78,132
Aspa,Aspat-778,RRAP_ECT01_2022_Aspat_FITI_778,-16.939362,145.983304,FITI,-0.1,NA,NA,FITI_80,132
Aspa,Aspat-779,RRAP_ECT01_2022_Aspat_FITI_779,-16.939347,145.983298,FITI,-0.3,NA,NA,FITI_81,132
Aspa,Aspat-780,RRAP_ECT01_2022_Aspat_FITI_780,-16.939337,145.98332,FITI,-0.1,NA,NA,FITI_84,132
Aspa,Aspat-781,RRAP_ECT01_2022_Aspat_FITI_781,-16.939275,145.98328,FITI,-0.2,NA,NA,FITI_91,132
Aspa,Aspat-782,RRAP_ECT01_2022_Aspat_FITI_782,-16.93924,145.983299,FITI,-0.3,NA,NA,FITI_95,132
Aspa,Aspat-783,RRAP_ECT01_2022_Aspat_FITI_783,-16.939233,145.98334,FITI,-0.2,NA,NA,FITI_98,132
Aspa,Aspat-784,RRAP_ECT01_2022_Aspat_FITI_784,-16.939234,145.983341,FITI,-0.3,NA,NA,FITI_97,132
Aspa,Aspat-785,RRAP_ECT01_2022_Aspat_FITI_785,-16.939203,145.983349,FITI,-0.6,NA,NA,FITI_99,132
Aspa,Aspat-786,RRAP_ECT01_2022_Aspat_FITI_786,-16.939196,145.98334,FITI,-0.3,NA,NA,FITI_101,132
Aspa,Aspat-797,RRAP_ECT01_2022_Aspat_OCCH_797,-18.669904,147.707261,OCCH,1,NA,NA,OCCH_105,225
Aspa,Aspat-798,RRAP_ECT01_2022_Aspat_OCCH_798,-18.669817,147.707237,OCCH,0.9,NA,NA,OCCH_119,225
Aspa,Aspat-799,RRAP_ECT01_2022_Aspat_OCCH_799,-18.669795,147.707243,OCCH,0.1,NA,NA,OCCH_123,225
Aspa,Aspat-800,RRAP_ECT01_2022_Aspat_OCCH_800,-18.669792,147.707369,OCCH,0.9,NA,NA,OCCH_124,225
Aspa,Aspat-801,RRAP_ECT01_2022_Aspat_OCCH_801,-18.669763,147.70738,OCCH,0,NA,NA,OCCH_125,225
Aspa,Aspat-802,RRAP_ECT01_2022_Aspat_OCCH_802,-18.669745,147.707357,OCCH,-0.2,NA,NA,OCCH_126,225
Aspa,Aspat-803,RRAP_ECT01_2022_Aspat_OCCH_803,-18.669731,147.707334,OCCH,0.4,NA,NA,OCCH_127,225
Aspa,Aspat-804,RRAP_ECT01_2022_Aspat_OCCH_804,-18.669861,147.70735,OCCH,0.5,NA,NA,OCCH_110,225
Aspa,Aspat-805,RRAP_ECT01_2022_Aspat_OCCH_805,-18.669885,147.707422,OCCH,1.7,NA,NA,OCCH_108,225
Aspa,Aspat-806,RRAP_ECT01_2022_Aspat_OCCH_806,-18.669937,147.707434,OCCH,0.8,NA,NA,OCCH_97,225
Aspa,Aspat-807,RRAP_ECT01_2022_Aspat_FITI_807,-16.939122,145.983319,FITI,-0.3,NA,NA,FITI_107,132
Aspa,Aspat-808,RRAP_ECT01_2022_Aspat_FITI_808,-16.939136,145.983263,FITI,-0.2,NA,NA,FITI_105,132
Aspa,Aspat-809,RRAP_ECT01_2022_Aspat_FITI_809,-16.939136,145.983175,FITI,-0.3,NA,NA,FITI_104,132
Aspa,Aspat-810,RRAP_ECT01_2022_Aspat_FITI_810,-16.939122,145.983147,FITI,0,NA,NA,FITI_106,132
Aspa,Aspat-811,RRAP_ECT01_2022_Aspat_FITI_811,-16.939105,145.983155,FITI,-0.1,NA,NA,FITI_108,132
Aspa,Aspat-812,RRAP_ECT01_2022_Aspat_FITI_812,-16.939077,145.983153,FITI,-0.2,NA,NA,FITI_110,132
Aspa,Aspat-813,RRAP_ECT01_2022_Aspat_FITI_813,-16.939057,145.983162,FITI,-0.1,NA,NA,FITI_111,132
Aspa,Aspat-814,RRAP_ECT01_2022_Aspat_FITI_814,-16.939078,145.983124,FITI,-0.1,NA,NA,FITI_109,132
Aspa,Aspat-815,RRAP_ECT01_2022_Aspat_FITI_815,-16.938937,145.983081,FITI,0,NA,NA,FITI_114,134
Aspa,Aspat-816,RRAP_ECT01_2022_Aspat_FITI_816,-16.938924,145.983063,FITI,0.1,NA,NA,FITI_116,134
Aspa,Aspat-817,RRAP_ECT01_2022_Aspat_FITI_817,-16.938927,145.983093,FITI,0,NA,NA,FITI_115,134
Aspa,Aspat-818,RRAP_ECT01_2022_Aspat_FITI_818,-16.938845,145.982958,FITI,0.1,NA,NA,FITI_121,135
Aspa,Aspat-819,RRAP_ECT01_2022_Aspat_FITI_819,-16.939251,145.983187,FITI,-0.2,NA,NA,FITI_94,132
Aspa,Aspat-820,RRAP_ECT01_2022_Aspat_FITI_820,-16.939306,145.983211,FITI,0,NA,NA,FITI_88,132
Aspa,Aspat-821,RRAP_ECT01_2022_Aspat_FITI_821,-16.939323,145.983237,FITI,-0.3,NA,NA,FITI_87,132
Aspa,Aspat-822,RRAP_ECT01_2022_Aspat_FITI_822,-16.939475,145.983145,FITI,1,NA,NA,FITI_62,132
Aspa,Aspat-823,RRAP_ECT01_2022_Aspat_FITI_823,-16.93941,145.983185,FITI,0.3,NA,NA,FITI_75,132
Aspa,Aspat-824,RRAP_ECT01_2022_Aspat_FITI_824,-16.939449,145.983199,FITI,0.2,NA,NA,FITI_70,132
Aspa,Aspat-825,RRAP_ECT01_2022_Aspat_FITI_825,-16.939279,145.983202,FITI,-0.2,NA,NA,FITI_90,132
Aspa,Aspat-826,RRAP_ECT01_2022_Aspat_FITI_826,-16.939263,145.983219,FITI,-0.2,NA,NA,FITI_92,132
Aspa,Aspat-827,RRAP_ECT01_2022_Aspat_FITI_827,-16.939238,145.983213,FITI,0,NA,NA,FITI_96,132
Aspa,Aspat-828,RRAP_ECT01_2022_Aspat_FITI_828,-16.939258,145.98321,FITI,-0.3,NA,NA,FITI_93,132
Aspa,Aspat-829,RRAP_ECT01_2022_Aspat_FITI_829,-16.939198,145.983105,FITI,0.1,NA,NA,FITI_100,132
Aspa,Aspat-830,RRAP_ECT01_2022_Aspat_FITI_830,-16.93916,145.983095,FITI,0.1,NA,NA,FITI_102,132
Aspa,Aspat-831,RRAP_ECT01_2022_Aspat_FITI_831,-16.939144,145.983059,FITI,0.2,NA,NA,FITI_103,132
Aspa,Aspat-832,RRAP_ECT01_2022_Aspat_FITI_832,-16.939042,145.982894,FITI,1.1,NA,NA,FITI_112,133
Aspa,Aspat-833,RRAP_ECT01_2022_Aspat_FITI_833,-16.938804,145.982816,FITI,0.5,NA,NA,FITI_123,135
Aspa,Aspat-834,RRAP_ECT01_2022_Aspat_FITI_834,-16.938401,145.982666,FITI,0.3,NA,NA,FITI_125,137
Aspa,Aspat-835,RRAP_ECT01_2022_Aspat_FITI_835,-16.938642,145.982775,FITI,0.7,NA,NA,FITI_124,136
Aspa,Aspat-836,RRAP_ECT01_2022_Aspat_FITI_836,-16.938811,145.982867,FITI,0.7,NA,NA,FITI_122,135
