individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthNote,coordNote,sequenceID,country,cluster,locality,yearCollected,verbatimDepth,associatedTaxa,identificationRemarks,scientificName,lineage
Aspat-1626,RRAP_ECT01_2022_Aspat_CBLM_1626,-23.90860246,152.3867034,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1626_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1627,RRAP_ECT01_2022_Aspat_CBLM_1627,-23.90872367,152.386629,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1627_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1628,RRAP_ECT01_2022_Aspat_CBLM_1628,-23.90881679,152.386503,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1628_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1629,RRAP_ECT01_2022_Aspat_CBLM_1629,-23.90892844,152.3864628,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1629_L1,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1630,RRAP_ECT01_2022_Aspat_CBLM_1630,-23.90908836,152.386376,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1630_L3,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1631,RRAP_ECT01_2022_Aspat_CBLM_1631,-23.90915475,152.3863735,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1631_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1632,RRAP_ECT01_2022_Aspat_CBLM_1632,-23.90931292,152.3862838,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1632_L3,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_24,Acropora spathulata,AS1
Aspat-1633,RRAP_ECT01_2022_Aspat_CBLM_1633,-23.90933219,152.3862881,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1633_L3,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_24,Acropora spathulata,AS1
Aspat-1634,RRAP_ECT01_2022_Aspat_CBLM_1634,-23.90942582,152.3862434,CBLM,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1634_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1635,RRAP_ECT01_2022_Aspat_CBLM_1635,-23.90954635,152.3860341,CBLM,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1635_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1636,RRAP_ECT01_2022_Aspat_CBLM_1636,-23.90977342,152.3860339,CBLM,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1636_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1637,RRAP_ECT01_2022_Aspat_CBLM_1637,-23.9101558,152.3860247,CBLM,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1637_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_AS1,Acropora spathulata,AS1
Aspat-1638,RRAP_ECT01_2022_Aspat_CBLM_1638,-23.90985128,152.3857347,CBLM,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1638_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1641,RRAP_ECT01_2022_Aspat_CBLM_1641,-23.9083231,152.3863455,CBLM,1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1641_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1642,RRAP_ECT01_2022_Aspat_CBLM_1642,-23.90838822,152.3863165,CBLM,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1642_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-1643,RRAP_ECT01_2022_Aspat_CBLM_1643,-23.90839644,152.3863147,CBLM,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1643_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1644,RRAP_ECT01_2022_Aspat_CBLM_1644,-23.90854949,152.3861689,CBLM,1.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1644_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-1645,RRAP_ECT01_2022_Aspat_CBLM_1645,-23.90860758,152.386056,CBLM,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1645_L3,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS2_AS1,Acropora spathulata,AS1
Aspat-1646,RRAP_ECT01_2022_Aspat_CBLM_1646,-23.90953411,152.3859078,CBLM,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1646_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1647,RRAP_ECT01_2022_Aspat_CBLM_1647,-23.90953512,152.3858995,CBLM,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1647_L3,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1648,RRAP_ECT01_2022_Aspat_CBLM_1648,-23.9095891,152.3859064,CBLM,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1648_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS2_AS1,Acropora spathulata,AS1
Aspat-1649,RRAP_ECT01_2022_Aspat_CBLM_1649,-23.90987844,152.3857418,CBLM,2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1649_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1650,RRAP_ECT01_2022_Aspat_CBLM_1650,-23.90845218,152.386493,CBLM,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1650_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1651,RRAP_ECT01_2022_Aspat_CBLM_1651,-23.90848931,152.3865544,CBLM,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1651_L4,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1652,RRAP_ECT01_2022_Aspat_CBLM_1652,-23.90852552,152.3866161,CBLM,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1652_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_23,Acropora spathulata,AS1
Aspat-1653,RRAP_ECT01_2022_Aspat_CBLM_1653,-23.90854991,152.3866916,CBLM,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1653_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1654,RRAP_ECT01_2022_Aspat_CBLM_1654,-23.90853968,152.3866672,CBLM,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1654_L3,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1655,RRAP_ECT01_2022_Aspat_CBLM_1655,NA,NA,CBLM,NA,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBLM-1655_L2,Australia,Offshore South GBR,Lady Musgrave  ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-652,RRAP_ECT01_2022_Aspat_MACK_652,-16.038632,145.651362,MACK,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-652_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-653,RRAP_ECT01_2022_Aspat_MACK_653,-16.038646,145.651393,MACK,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-653_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-654,RRAP_ECT01_2022_Aspat_MACK_654,-16.038669,145.651398,MACK,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-654_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-655,RRAP_ECT01_2022_Aspat_MACK_655,-16.038696,145.651379,MACK,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-655_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-656,RRAP_ECT01_2022_Aspat_MACK_656,-16.03871,145.651384,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-656_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-657,RRAP_ECT01_2022_Aspat_MACK_657,-16.038723,145.651377,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-657_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-658,RRAP_ECT01_2022_Aspat_MACK_658,-16.038737,145.651368,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-658_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-659,RRAP_ECT01_2022_Aspat_MACK_659,-16.038754,145.651355,MACK,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-659_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-660,RRAP_ECT01_2022_Aspat_MACK_660,-16.038734,145.65131,MACK,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-660_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-661,RRAP_ECT01_2022_Aspat_MACK_661,-16.038726,145.651299,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-661_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-662,RRAP_ECT01_2022_Aspat_MACK_662,-16.038702,145.651301,MACK,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-662_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-663,RRAP_ECT01_2022_Aspat_MACK_663,-16.038701,145.651265,MACK,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-663_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-664,RRAP_ECT01_2022_Aspat_MACK_664,-16.038695,145.651277,MACK,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-664_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-665,RRAP_ECT01_2022_Aspat_MACK_665,-16.038721,145.651278,MACK,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-665_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-666,RRAP_ECT01_2022_Aspat_MACK_666,-16.03873,145.65128,MACK,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-666_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-667,RRAP_ECT01_2022_Aspat_MACK_667,-16.038732,145.651283,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-667_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-668,RRAP_ECT01_2022_Aspat_MACK_668,-16.038734,145.651261,MACK,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-668_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-669,RRAP_ECT01_2022_Aspat_MACK_669,-16.038732,145.651241,MACK,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-669_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-670,RRAP_ECT01_2022_Aspat_MACK_670,-16.038752,145.65123,MACK,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-670_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-671,RRAP_ECT01_2022_Aspat_MACK_671,-16.038768,145.651189,MACK,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-671_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-672,RRAP_ECT01_2022_Aspat_MACK_672,-16.038776,145.651205,MACK,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-672_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-673,RRAP_ECT01_2022_Aspat_MACK_673,-16.038794,145.651201,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-673_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-674,RRAP_ECT01_2022_Aspat_MACK_674,-16.038782,145.651236,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-674_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-675,RRAP_ECT01_2022_Aspat_MACK_675,-16.038773,145.65127,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-675_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-676,RRAP_ECT01_2022_Aspat_MACK_676,-16.03877,145.651254,MACK,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-676_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-677,RRAP_ECT01_2022_Aspat_MACK_677,-16.038773,145.65131,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-677_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-678,RRAP_ECT01_2022_Aspat_MACK_678,-16.038784,145.651278,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-678_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-679,RRAP_ECT01_2022_Aspat_MACK_679,-16.038811,145.651235,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-679_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-680,RRAP_ECT01_2022_Aspat_MACK_680,-16.038828,145.651238,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-680_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-681,RRAP_ECT01_2022_Aspat_MACK_681,-16.038837,145.651247,MACK,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-681_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-682,RRAP_ECT01_2022_Aspat_MACK_682,-16.038842,145.651248,MACK,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-682_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-683,RRAP_ECT01_2022_Aspat_MACK_683,-16.038856,145.65124,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-683_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-684,RRAP_ECT01_2022_Aspat_MACK_684,-16.038863,145.651225,MACK,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-684_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-685,RRAP_ECT01_2022_Aspat_MACK_685,-16.038867,145.651216,MACK,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-685_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_5,Acropora spathulata,AS1
Aspat-686,RRAP_ECT01_2022_Aspat_MACK_686,-16.038865,145.651194,MACK,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-686_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_5,Acropora spathulata,AS1
Aspat-687,RRAP_ECT01_2022_Aspat_MACK_687,-16.038871,145.651172,MACK,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-687_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-688,RRAP_ECT01_2022_Aspat_MACK_688,-16.038874,145.65117,MACK,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-688_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-689,RRAP_ECT01_2022_Aspat_MACK_689,-16.038878,145.651151,MACK,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-689_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-690,RRAP_ECT01_2022_Aspat_MACK_690,-16.038882,145.65113,MACK,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-690_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-691,RRAP_ECT01_2022_Aspat_MACK_691,-16.038896,145.651138,MACK,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-691_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-692,RRAP_ECT01_2022_Aspat_MACK_692,-16.038913,145.651157,MACK,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-692_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-693,RRAP_ECT01_2022_Aspat_MACK_693,-16.038921,145.651154,MACK,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-693_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-694,RRAP_ECT01_2022_Aspat_MACK_694,-16.038916,145.651136,MACK,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-694_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1_5,Acropora spathulata,AS1
Aspat-695,RRAP_ECT01_2022_Aspat_MACK_695,-16.038918,145.651119,MACK,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-695_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_6,Acropora spathulata,AS1
Aspat-696,RRAP_ECT01_2022_Aspat_MACK_696,-16.03891,145.651106,MACK,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-696_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_6,Acropora spathulata,AS1
Aspat-697,RRAP_ECT01_2022_Aspat_MACK_697,-16.03864,145.651321,MACK,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-697_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-698,RRAP_ECT01_2022_Aspat_MACK_698,-16.03868,145.651315,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-698_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
