individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthNote,coordNote,sequenceID,country,cluster,locality,yearCollected,verbatimDepth,associatedTaxa,identificationRemarks,scientificName,lineage
Aspat-1542,RRAP_ECT01_2022_Aspat_OCDA_1542,-18.825962,147.626476,OCDA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1542_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1543,RRAP_ECT01_2022_Aspat_OCDA_1543,-18.825956,147.626479,OCDA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1543_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1544,RRAP_ECT01_2022_Aspat_OCDA_1544,-18.825974,147.626483,OCDA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1544_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1545,RRAP_ECT01_2022_Aspat_OCDA_1545,-18.825978,147.626527,OCDA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1545_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1546,RRAP_ECT01_2022_Aspat_OCDA_1546,-18.826015,147.626526,OCDA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1546_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1547,RRAP_ECT01_2022_Aspat_OCDA_1547,-18.825987,147.626538,OCDA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1547_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1548,RRAP_ECT01_2022_Aspat_OCDA_1548,-18.826001,147.626555,OCDA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1548_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1549,RRAP_ECT01_2022_Aspat_OCDA_1549,-18.825988,147.62659,OCDA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1549_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1550,RRAP_ECT01_2022_Aspat_OCDA_1550,-18.825964,147.626623,OCDA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1550_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1551,RRAP_ECT01_2022_Aspat_OCDA_1551,-18.825865,147.626609,OCDA,3.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1551_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1552,RRAP_ECT01_2022_Aspat_OCDA_1552,-18.825875,147.62662,OCDA,3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1552_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1553,RRAP_ECT01_2022_Aspat_OCDA_1553,-18.825873,147.62664,OCDA,3.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1553_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1554,RRAP_ECT01_2022_Aspat_OCDA_1554,-18.825879,147.626661,OCDA,2.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1554_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1555,RRAP_ECT01_2022_Aspat_OCDA_1555,-18.825885,147.626673,OCDA,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1555_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1556,RRAP_ECT01_2022_Aspat_OCDA_1556,-18.825883,147.626682,OCDA,1.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1556_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1557,RRAP_ECT01_2022_Aspat_OCDA_1557,-18.825902,147.626646,OCDA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1557_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1558,RRAP_ECT01_2022_Aspat_OCDA_1558,-18.82594,147.626663,OCDA,1.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1558_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1559,RRAP_ECT01_2022_Aspat_OCDA_1559,-18.825767,147.62643,OCDA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1559_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1560,RRAP_ECT01_2022_Aspat_OCDA_1560,-18.825762,147.626444,OCDA,2.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1560_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1561,RRAP_ECT01_2022_Aspat_OCDA_1561,-18.825755,147.626447,OCDA,2.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1561_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1562,RRAP_ECT01_2022_Aspat_OCDA_1562,-18.82577,147.626469,OCDA,2.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1562_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1563,RRAP_ECT01_2022_Aspat_OCDA_1563,-18.82579,147.626481,OCDA,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1563_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1564,RRAP_ECT01_2022_Aspat_OCDA_1564,-18.825689,147.626434,OCDA,2.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1564_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1565,RRAP_ECT01_2022_Aspat_OCDA_1565,-18.825615,147.626457,OCDA,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1565_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1566,RRAP_ECT01_2022_Aspat_OCDA_1566,-18.82562,147.626455,OCDA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1566_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1567,RRAP_ECT01_2022_Aspat_OCDA_1567,-18.825596,147.626534,OCDA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1567_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1568,RRAP_ECT01_2022_Aspat_OCDA_1568,-18.825596,147.626534,OCDA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1568_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1569,RRAP_ECT01_2022_Aspat_OCDA_1569,-18.825446,147.626433,OCDA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1569_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1570,RRAP_ECT01_2022_Aspat_OCDA_1570,-18.825503,147.626439,OCDA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1570_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1571,RRAP_ECT01_2022_Aspat_OCDA_1571,-18.825484,147.626413,OCDA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1571_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1572,RRAP_ECT01_2022_Aspat_OCDA_1572,-18.825469,147.626454,OCDA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1572_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1573,RRAP_ECT01_2022_Aspat_OCDA_1573,-18.825492,147.62644,OCDA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1573_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1581,RRAP_ECT01_2022_Aspat_OCDA_1581,-18.825474,147.626425,OCDA,1.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1581_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1582,RRAP_ECT01_2022_Aspat_OCDA_1582,-18.825455,147.626416,OCDA,2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1582_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1583,RRAP_ECT01_2022_Aspat_OCDA_1583,-18.825442,147.626479,OCDA,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1583_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1584,RRAP_ECT01_2022_Aspat_OCDA_1584,-18.825365,147.626494,OCDA,2.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1584_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1585,RRAP_ECT01_2022_Aspat_OCDA_1585,-18.825355,147.626527,OCDA,2.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1585_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-1586,RRAP_ECT01_2022_Aspat_OCDA_1586,-18.825385,147.62658,OCDA,1.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1586_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1587,RRAP_ECT01_2022_Aspat_OCDA_1587,-18.825382,147.626606,OCDA,2.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1587_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1588,RRAP_ECT01_2022_Aspat_OCDA_1588,-18.8254,147.626624,OCDA,1.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1588_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1589,RRAP_ECT01_2022_Aspat_OCDA_1589,-18.825441,147.626639,OCDA,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1589_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1590,RRAP_ECT01_2022_Aspat_OCDA_1590,-18.825315,147.626725,OCDA,1.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1590_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1591,RRAP_ECT01_2022_Aspat_OCDA_1591,-18.825289,147.626655,OCDA,1.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1591_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1592,RRAP_ECT01_2022_Aspat_OCDA_1592,-18.825317,147.626702,OCDA,1.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1592_L2,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1593,RRAP_ECT01_2022_Aspat_OCDA_1593,-18.825247,147.626596,OCDA,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1593_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1594,RRAP_ECT01_2022_Aspat_OCDA_1594,-18.825202,147.626635,OCDA,2.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1594_L3,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-1595,RRAP_ECT01_2022_Aspat_OCDA_1595,-18.825193,147.626659,OCDA,2.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-OCDA-1595_L4,Australia,Offshore Central GBR,Davies ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-772,RRAP_ECT01_2022_Aspat_FITI_772,-16.93952,145.983204,FITI,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-772_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1,Acropora spathulata,AS1
Aspat-773,RRAP_ECT01_2022_Aspat_FITI_773,-16.939483,145.983211,FITI,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-773_L3,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1,Acropora spathulata,AS1
Aspat-774,RRAP_ECT01_2022_Aspat_FITI_774,-16.939471,145.983233,FITI,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-774_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-775,RRAP_ECT01_2022_Aspat_FITI_775,-16.939455,145.983239,FITI,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-775_L3,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1,Acropora spathulata,AS1
Aspat-776,RRAP_ECT01_2022_Aspat_FITI_776,-16.939429,145.983267,FITI,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-776_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-777,RRAP_ECT01_2022_Aspat_FITI_777,-16.93937,145.983326,FITI,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-777_L3,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1,Acropora spathulata,AS1
Aspat-778,RRAP_ECT01_2022_Aspat_FITI_778,-16.939362,145.983304,FITI,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-778_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1,Acropora spathulata,AS1
Aspat-779,RRAP_ECT01_2022_Aspat_FITI_779,-16.939347,145.983298,FITI,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-779_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-780,RRAP_ECT01_2022_Aspat_FITI_780,-16.939337,145.98332,FITI,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-780_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_1,Acropora spathulata,AS1
Aspat-781,RRAP_ECT01_2022_Aspat_FITI_781,-16.939275,145.98328,FITI,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-781_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1_2,Acropora spathulata,AS1
Aspat-782,RRAP_ECT01_2022_Aspat_FITI_782,-16.93924,145.983299,FITI,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-FITI-782_L1,Australia,,Fitzroy Island ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS1_2,Acropora spathulata,AS1
