individualID,materialSampleID,EcoReefID_short,projECT01ID,scientificName,scientificAbbreviation,identificationRemarks,EcoClusterID,EcoReefID,EcoReefHabitat,EcoZoneID,EcoLocationID_short,fieldID,tagID,digitalOrthoYear,UWorthoYear,EcoPlotID,EcoPlotID_new,locality,timeOfDay,minimum,maximum,eventEnteredBy,dayCollected,monthCollected,yearCollected,fieldNotes,decimalLatitude,decimalLongitude,coordNote,georeferenceProtocol,coordinateUncertaintyInMeters,locationRemarks,healthScore,collectorList,associatedMedia,permitInformation,principalInvestigator,fundingSource,country,sizeOfColonyincm,Plot_MaxCoralDist.m,decimalLatitude_plot,decimalLongitude_plot,EcoPlotID_full,depthOfBottominmeters,depthNote,depthOfColonyinmeters,EcoPlotDepthinmeters.tidecorrected
Ahya_B43,RRAP-ECT01-2021-Ahya-B43_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:45,NA,NA,E Howells,24,3,2021,NA,-14.74251,145.51217,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240467,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.6,ECT depth,1.6,NA
Ahya_B2,RRAP-ECT01-2021-Ahya-B2_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:06,NA,NA,E Howells,21,3,2021,NA,-14.74249,145.51226,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211577,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.2,ECT depth,1.2,NA
Ahya_B3,RRAP-ECT01-2021-Ahya-B3_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:08,NA,NA,E Howells,21,3,2021,NA,-14.74249,145.51226,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211578,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.3,ECT depth,1.3,NA
Ahya_B5,RRAP-ECT01-2021-Ahya-B5_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:10,NA,NA,E Howells,21,3,2021,NA,-14.74249,145.51229,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211587,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B49,RRAP-ECT01-2021-Ahya-B49_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:57,NA,NA,E Howells,24,3,2021,NA,-14.74244,145.51204,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240496,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.9,ECT depth,1.9,NA
Ahya_B51,RRAP-ECT01-2021-Ahya-B51_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,16:01,NA,NA,E Howells,24,3,2021,NA,-14.7424,145.51207,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240506,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B60,RRAP-ECT01-2021-Ahya-B60_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,16:30,NA,NA,E Howells,24,3,2021,NA,-14.74239,145.51207,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240550,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B53,RRAP-ECT01-2021-Ahya-B53_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,16:08,NA,NA,E Howells,24,3,2021,NA,-14.74238,145.51195,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240516,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.6,ECT depth,1.6,NA
Ahya_B55,RRAP-ECT01-2021-Ahya-B55_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,16:15,NA,NA,E Howells,24,3,2021,NA,-14.74232,145.51176,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240526,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B59,RRAP-ECT01-2021-Ahya-B59_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,16:26,NA,NA,E Howells,24,3,2021,NA,-14.7422,145.51182,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240543,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.8,ECT depth,1.8,NA
Ahya_B42,RRAP-ECT01-2021-Ahya-B42_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:40,NA,NA,E Howells,24,3,2021,NA,-14.7421,145.51219,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240462,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.6,ECT depth,1.6,NA
1175,RRAP-ECO3-2022-Ahya-TSDU-1175_L2,TSDU,ECO03,Acropora hyacinthus,Ahya,CR,Torres Strait,Dungeness,Back2,Shallow,TSDU_BA2S,18,Atab_15,2021,NA,2,NA,Dungeness,0.479166667,NA,NA,Cynthia Riginos,23,3,2022,NA,-9.878565,142.932925,Zone-level backup coordinates,GPS EcoRRAP sites,2,NA,NA,Cynthia Riginos,P3230116 | P3230117,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,30,-9.878565,142.932925,TSDU_BA2S_P2,3.4,ECO plot,NA,3.4
887,RRAP-ECO3-2022-Ahya-TSAU-887_L3,TSAU,ECO03,Acropora hyacinthus,Ahya,PRM,Torres Strait,Aukane,Back2,Shallow,TSAU_BA2S,bag1,NA,NA,NA,<not in plot>,NA,Aukane,0.416666667,NA,NA,Cynthia Riginos,12,3,2022,NA,-9.8757,143.388545,Zone-level backup coordinates,GPS EcoRRAP sites,30,NA,NA,Cynthia Riginos,P3120521 |P3120522,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,-9.8757,143.388545,TSAU_BA2S,3,ECO plot,NA,3
76B,RRAP-ECO03-2022-Ahya-OCDA-76B_L1,OCDA,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Davies,Back2,Shallow,OCDA_BA2S,16,NN,NA,NA,P2,NA,Davies,0.666666667,NA,NA,Zoe Meziere,30,3,2022,NA,-18.81448,147.63721,Original metadata entry,GPS EcoRRAP sites,NA,NA,C2.5,Katharina Fabricus,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,NA,NA,NA,OCDA_BA2S,5,Coarse,NA,NA
90B,RRAP-ECO03-2022-Ahya-OCDA-90B_L1,OCDA,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Davies,Back2,Shallow,OCDA_BA2S,20,Ahya_6,NA,NA,NA,P4,Davies,NA,NA,NA,Zoe Meziere,30,3,2022,NA,-18.81448,147.63721,Original metadata entry,GPS EcoRRAP sites,NA,NA,C2.5,Katharina Fabricus,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,3.5,check,check,OCDA_BA2S_P4,check,ECO plot,NA,NA
Ahya_115a,RRAP-ECT01-2021-Ahya-CBLM-115_L2,CBLM,ECT01,Acropora hyacinthus,Ahya,NA,NA,Lady Musgrave,NA,NA,CBLM,NA,NA,NA,NA,NA,NA,Lady Musgrave Island Reef Reef,14:25,NA,NA,E Howells,25,1,2021,NA,-23.90907512,152.3858947,Original metadata entry,NA,10,NA,NA,EHowells|VMocellin |RForster|LBay,NA,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,,2.1,ECT depth,2.1,NA
Ahya_1780,RRAP-ECT01-2022-Ahya-CBLM-1780_L2,CBLM,ECT01,Acropora hyacinthus,Ahya,NA,NA,Lady Musgrave,NA,NA,CBLM,NA,NA,NA,NA,NA,NA,Lady Musgrave Island Reef Reef,NA,NA,NA,V Mocellin,24,3,2022,NA,-23.90907512,152.3858947,Original metadata entry,NA,NA,NA,NA,EHowells|VMocellin |RForster|LBay,NA,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,3,ECT depth,3,NA
Ahya_1783,RRAP-ECT01-2022-Ahya-CBLM-1783_L2,CBLM,ECT01,Acropora hyacinthus,Ahya,NA,NA,Lady Musgrave,NA,NA,CBLM,NA,NA,NA,NA,NA,NA,Lady Musgrave Island Reef Reef,NA,NA,NA,V Mocellin,24,3,2022,NA,-23.88385699,152.4158544,Original metadata entry,colony GPS,NA,NA,NA,EHowells|VMocellin |RForster|LBay,NA,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.1,ECT depth,2.1,NA
