bam_name,materialSampleID,sequence_comments,sample_name,batch,lane,short_name,individualID,locationID_short,mosdepth,coverage,seq_depth,medianDepth,percentMapped,EcoLocationID,site_code,decimalLatitude,decimalLongitude,colony_depth,EcoPlotDepthinmeters,reef,site,depth_category,zone,plot,colony_depth_m,colony_size_cm,year,habitat,habitat_full,comments_coords,comments_depth,main cluster,parent_cluster,cluster,sub_cluster,lineage_mito,lineage_wgs,comments_haplotypes
RRAP-ECO03-2023-Shys-ONLI-2982_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2982_L3,,RRAP-ECO03-2023-Shys-ONLI-2982,batch1,L3,ONLI-2982,2982,ONLI,6.58,86.43,8.15,3.36,0.9749,ONLI_RB1S_P4,ONLI_RB1S,-14.679194,145.443583,4.6,4.6,Lizard,NA,5m,Shallow,NA,4.6,20,2023,Back,Research1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3008_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3008_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-3008,batch1,L3,ONLI-3008,3008,ONLI,5.76,85.37,7.12,3.61,0.9726,ONLI_TA1S_P1,ONLI_TA1S,-14.685111,145.466972,1.2,1.2,Lizard,NA,5m,Shallow,NA,1.2,20,2023,Lagoon,Tail1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3007_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3007_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-3007,batch1,L3,ONLI-3007,3007,ONLI,6.18,86.02,7.87,3.3,0.9762,ONLI_TA1S_P1,ONLI_TA1S,-14.685111,145.466972,1.3,1.3,Lizard,NA,5m,Shallow,NA,1.3,27,2023,Lagoon,Tail1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3002_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3002_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-3002,batch1,L3,ONLI-3002,3002,ONLI,5.74,85.74,7.38,3.37,0.9759,ONLI_TA1S_P1,ONLI_TA1S,-14.685111,145.466972,1.9,1.9,Lizard,NA,5m,Shallow,NA,1.9,8,2023,Lagoon,Tail1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3005_L2_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3005_L2,,RRAP-ECO03-2023-Shys-ONLI-3005,batch1,L2,ONLI-3005,3005,ONLI,6.4,85.96,8.28,3.71,0.9764,ONLI_TA1S_P1,ONLI_TA1S,-14.685111,145.466972,1.7,1.7,Lizard,NA,5m,Shallow,NA,1.7,15,2023,Lagoon,Tail1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3014_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3014_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-3014,batch1,L3,ONLI-3014,3014,ONLI,7.63,87.03,9.43,4.49,0.9749,ONLI_TA1S_P2,ONLI_TA1S,-14.685111,145.466972,2.5,2.5,Lizard,NA,5m,Shallow,NA,2.5,20,2023,Lagoon,Tail1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1639_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1639_L2,,RRAP-ECO03-2022-Shys-ONMO-1639,batch1,L2,ONMO-1639,1639,ONMO,5.64,86.89,7.21,2.98,0.9722,ONMO_LA1S_P1,ONMO_LA1S,-16.8599555,146.225459,3.6,3.6,Moore,Lagoon1,5m,Shallow,Plot1,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1642_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1642_L2,,RRAP-ECO03-2022-Shys-ONMO-1642,batch1,L2,ONMO-1642,1642,ONMO,6.3,86.52,7.36,2.66,0.9781,ONMO_LA1S_P1,ONMO_LA1S,-16.8599555,146.225459,3.6,3.6,Moore,Lagoon1,5m,Shallow,Plot1,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1652_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1652_L2,,RRAP-ECO03-2022-Shys-ONMO-1652,batch1,L2,ONMO-1652,1652,ONMO,4.96,90.25,7.06,3.64,0.9713,ONMO_LA1S_P2,ONMO_LA1S,-16.8599545,146.2257745,4.2,4.2,Moore,Lagoon1,5m,Shallow,Plot2,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1653_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1653_L2,,RRAP-ECO03-2022-Shys-ONMO-1653,batch1,L2,ONMO-1653,1653,ONMO,5.98,86.66,7.54,3.49,0.9735,ONMO_LA1S_P2,ONMO_LA1S,-16.8599545,146.2257745,4.2,4.2,Moore,Lagoon1,5m,Shallow,Plot2,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1655_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1655_L2,,RRAP-ECO03-2022-Shys-ONMO-1655,batch1,L2,ONMO-1655,1655,ONMO,6.94,91.76,8.76,4.7,0.9702,ONMO_LA1S_P3,ONMO_LA1S,-16.8598625,146.2258965,3.9,3.9,Moore,Lagoon1,5m,Shallow,Plot3,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1644_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1644_L2,,RRAP-ECO03-2022-Shys-ONMO-1644,batch1,L2,ONMO-1644,1644,ONMO,6.05,85.21,6.05,3.5,0.9709,ONMO_LA1S_P3,ONMO_LA1S,-16.8598625,146.2258965,3.9,3.9,Moore,Lagoon1,5m,Shallow,Plot3,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1635_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1635_L2,,RRAP-ECO03-2022-Shys-ONMO-1635,batch1,L2,ONMO-1635,1635,ONMO,6.23,86.34,6.46,2.58,0.9758,ONMO_LA1S_P3,ONMO_LA1S,-16.8598625,146.2258965,3.9,3.9,Moore,Lagoon1,5m,Shallow,Plot3,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1654_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1654_L2,,RRAP-ECO03-2022-Shys-ONMO-1654,batch1,L2,ONMO-1654,1654,ONMO,6.15,90.45,8.21,4.26,0.9517,ONMO_LA1S_P4,ONMO_LA1S,-16.8597595,146.225918,4.1,4.1,Moore,Lagoon1,5m,Shallow,Plot4,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-ONMO-1658_L2_markedRG.bam,RRAP-ECO03-2022-Shys-ONMO-1658_L2,,RRAP-ECO03-2022-Shys-ONMO-1658,batch1,L2,ONMO-1658,1658,ONMO,6.41,86.94,8,4.47,0.9647,ONMO_LA1S_P4,ONMO_LA1S,-16.8597595,146.225918,4.1,4.1,Moore,Lagoon1,5m,Shallow,Plot4,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH253B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH253B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH253B,batch1,L2,PAPE-BLCH253B,BLCH253B,PAPE,5.87,86.56,7.91,4.54,0.9517,PAPE_BA1S_P1,PAPE_BA1S,-18.5505295,146.4884325,2.5,2.5,Pelorus,Back1,5m,Shallow,Plot1,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH254B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH254B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH254B,batch1,L2,PAPE-BLCH254B,BLCH254B,PAPE,6.45,85.98,6.82,3.66,0.9655,PAPE_BA1S_P1,PAPE_BA1S,-18.5505295,146.4884325,2.5,2.5,Pelorus,Back1,5m,Shallow,Plot1,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH251B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH251B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH251B,batch1,L2,PAPE-BLCH251B,BLCH251B,PAPE,5.89,85.84,6.49,2.53,0.9692,PAPE_BA1S_P1,PAPE_BA1S,-18.5505295,146.4884325,2.5,2.5,Pelorus,Back1,5m,Shallow,Plot1,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2050_L2_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2050_L2,,RRAP-ECO03-2023-Shys-PAPE-2050,batch1,L2,PAPE-2050,2050,PAPE,6.23,86.3,8.01,3.69,0.978,PAPE_BA1S_P1,PAPE_BA1S,-18.5505295,146.4884325,2.5,2.5,Pelorus,Back1,5m,Shallow,Plot1,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2049_L2_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2049_L2,,RRAP-ECO03-2023-Shys-PAPE-2049,batch1,L2,PAPE-2049,2049,PAPE,6.81,87.03,10.17,4.85,0.9805,PAPE_BA1S_P1,PAPE_BA1S,-18.5505295,146.4884325,2.5,2.5,Pelorus,Back1,5m,Shallow,Plot1,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH257B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH257B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH257B,batch1,L2,PAPE-BLCH257B,BLCH257B,PAPE,6.1,86.54,7.6,4.09,0.9636,PAPE_BA1S_P2,PAPE_BA1S,-18.55071,146.488428,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot2,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH256B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH256B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH256B,batch1,L2,PAPE-BLCH256B,BLCH256B,PAPE,6.24,86.21,7.24,3.4,0.9694,PAPE_BA1S_P2,PAPE_BA1S,-18.55071,146.488428,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot2,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH260B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH260B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH260B,batch1,L2,PAPE-BLCH260B,BLCH260B,PAPE,6.1,86.58,7.94,3.33,0.9701,PAPE_BA1S_P2,PAPE_BA1S,-18.55071,146.488428,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot2,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH250A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH250A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH250A,batch1,L2,PAPE-BLCH250A,BLCH250A,PAPE,6.14,86.63,7.98,5.21,0.9542,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH246A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH246A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH246A,batch1,L2,PAPE-BLCH246A,BLCH246A,PAPE,5.69,85.76,6.5,3.51,0.9624,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH247A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH247A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH247A,batch1,L2,PAPE-BLCH247A,BLCH247A,PAPE,5.58,85.54,6.37,3.25,0.9688,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH248A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH248A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH248A,batch1,L2,PAPE-BLCH248A,BLCH248A,PAPE,5.42,86.64,7.53,3.47,0.9689,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH249A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH249A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH249A,batch1,L2,PAPE-BLCH249A,BLCH249A,PAPE,6.44,86.24,7.2,3.44,0.97,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH245A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH245A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH245A,batch1,L2,PAPE-BLCH245A,BLCH245A,PAPE,6.79,85.47,6.86,3.03,0.9721,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2062_L3_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2062_L3,,RRAP-ECO03-2023-Shys-PAPE-2062,batch1,L3,PAPE-2062,2062,PAPE,5.39,85.6,6.74,2.7,0.9753,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2060_L2_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2060_L2,,RRAP-ECO03-2023-Shys-PAPE-2060,batch1,L2,PAPE-2060,2060,PAPE,7.75,87.5,9.97,4.09,0.9785,PAPE_BA1S_P3,PAPE_BA1S,-18.550857,146.4884365,2.4,2.4,Pelorus,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH261B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH261B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH261B,batch1,L2,PAPE-BLCH261B,BLCH261B,PAPE,6.68,84.82,6.42,3.57,0.9646,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH265B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH265B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH265B,batch1,L2,PAPE-BLCH265B,BLCH265B,PAPE,6.32,81.18,6.15,2.8,0.9678,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH251A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH251A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH251A,batch1,L2,PAPE-BLCH251A,BLCH251A,PAPE,6.5,86.12,7.23,3.76,0.9695,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH263B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH263B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH263B,batch1,L2,PAPE-BLCH263B,BLCH263B,PAPE,6.41,85.91,6.68,3.63,0.9695,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH252A_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH252A_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH252A,batch1,L2,PAPE-BLCH252A,BLCH252A,PAPE,5.78,86.74,8.01,3.88,0.9696,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-PAPE-BLCH264B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-PAPE-BLCH264B_L2,,RRAP-ECO03-2022-Shys-PAPE-BLCH264B,batch1,L2,PAPE-BLCH264B,BLCH264B,PAPE,5.53,86.62,7.67,3.58,0.9711,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2067_L2_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2067_L2,,RRAP-ECO03-2023-Shys-PAPE-2067,batch1,L2,PAPE-2067,2067,PAPE,5.91,85.63,8.17,2.93,0.9828,PAPE_BA1S_P4,PAPE_BA1S,-18.550977,146.488431,2,2,Pelorus,Back1,5m,Shallow,Plot4,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2069_L3_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2069_L3,,RRAP-ECO03-2023-Shys-PAPE-2069,batch1,L3,PAPE-2069,2069,PAPE,5.5,85.73,7.05,2.63,0.9779,PAPE_BA2S_P1,PAPE_BA2S,-18.54077403,146.4886517,2.2,2.2,Pelorus,Back2,5m,Shallow,Plot1,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2083_L3_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2083_L3,,RRAP-ECO03-2023-Shys-PAPE-2083,batch1,L3,PAPE-2083,2083,PAPE,5.4,85.55,6.61,3.02,0.9758,PAPE_BA2S_P2,PAPE_BA2S,-18.54093586,146.4886141,2.3,2.3,Pelorus,Back2,5m,Shallow,Plot2,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2084_L2_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2084_L2,,RRAP-ECO03-2023-Shys-PAPE-2084,batch1,L2,PAPE-2084,2084,PAPE,5.72,85.93,8.25,3.25,0.9814,PAPE_BA2S_P2,PAPE_BA2S,-18.54093586,146.4886141,2.3,2.3,Pelorus,Back2,5m,Shallow,Plot2,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2088_L3_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2088_L3,,RRAP-ECO03-2023-Shys-PAPE-2088,batch1,L3,PAPE-2088,2088,PAPE,4.91,85.01,6.15,2.26,0.9751,PAPE_BA2S_P3,PAPE_BA2S,-18.54103498,146.4886175,2.6,2.6,Pelorus,Back2,5m,Shallow,Plot3,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2080_L3_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2080_L3,,RRAP-ECO03-2023-Shys-PAPE-2080,batch1,L3,PAPE-2080,2080,PAPE,4.61,84.22,6.06,2.66,0.9769,PAPE_BA2S_P3,PAPE_BA2S,-18.54103498,146.4886175,2.6,2.6,Pelorus,Back2,5m,Shallow,Plot3,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-PAPE-2091_L2_markedRG.bam,RRAP-ECO03-2023-Shys-PAPE-2091_L2,,RRAP-ECO03-2023-Shys-PAPE-2091,batch1,L2,PAPE-2091,2091,PAPE,6.55,86.25,8.65,4.28,0.9767,PAPE_BA2S_P4,PAPE_BA2S,-18.54116213,146.4886241,2.7,2.7,Pelorus,Back2,5m,Shallow,Plot4,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSAU-899_L3_markedRG.bam,RRAP-ECO03-2022-Shys-TSAU-899_L3,,RRAP-ECO03-2022-Shys-TSAU-899,batch1,L3,TSAU-899,899,TSAU,5.54,87.84,9.14,4.96,0.9723,TSAU_BA1S_P1,TSAU_BA1S,-9.867615,143.389355,3.3,3.3,Aukane,Back1,5m,Shallow,Plot1,NA,NA,2022,Back,Back1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSAU-893_L3_markedRG.bam,RRAP-ECO03-2022-Shys-TSAU-893_L3,,RRAP-ECO03-2022-Shys-TSAU-893,batch1,L3,TSAU-893,893,TSAU,4.9,86.36,7.14,2.74,0.9611,TSAU_BA1S_P2,TSAU_BA1S,-9.867615,143.389355,3.7,3.7,Aukane,Back1,5m,Shallow,Plot2,NA,NA,2022,Back,Back1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSAU-874_L1_markedRG.bam,RRAP-ECO03-2022-Shys-TSAU-874_L1,,RRAP-ECO03-2022-Shys-TSAU-874,batch1,L1,TSAU-874,874,TSAU,6.01,86.23,6.92,3.16,0.9716,TSAU_BA2S_P2,TSAU_BA2S,-9.8757,143.388545,2.7,2.7,Aukane,Back2,5m,Shallow,Plot2,NA,NA,2022,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSAU-877_L1_markedRG.bam,RRAP-ECO03-2022-Shys-TSAU-877_L1,,RRAP-ECO03-2022-Shys-TSAU-877,batch1,L1,TSAU-877,877,TSAU,5.68,85.2,6.28,2.5,0.976,TSAU_BA2S_P4,TSAU_BA2S,-9.8757,143.388545,3.8,3.8,Aukane,Back2,5m,Shallow,Plot4,NA,NA,2022,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSMA-963_L2_markedRG.bam,RRAP-ECO03-2022-Shys-TSMA-963_L2,,RRAP-ECO03-2022-Shys-TSMA-963,batch1,L2,TSMA-963,963,TSMA,5.23,87.47,8.74,5.03,0.9661,TSMA_BA1S_P3,TSMA_BA1S,-9.748895,143.399825,3.8,3.8,Masig,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSMA-966_L2_markedRG.bam,RRAP-ECO03-2022-Shys-TSMA-966_L2,,RRAP-ECO03-2022-Shys-TSMA-966,batch1,L2,TSMA-966,966,TSMA,6.14,87.93,10.71,6.22,0.9676,TSMA_BA1S_P4,TSMA_BA1S,-9.749119759,143.3996124,3.9,3.9,Masig,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSMA-964_L1_markedRG.bam,RRAP-ECO03-2022-Shys-TSMA-964_L1,,RRAP-ECO03-2022-Shys-TSMA-964,batch1,L1,TSMA-964,964,TSMA,7.31,86.95,7.16,4.17,0.9692,TSMA_BA1S_P4,TSMA_BA1S,-9.749119759,143.3996124,3.9,3.9,Masig,Back1,5m,Shallow,Plot4,NA,NA,2022,Back,Back1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSMA-985_L1_markedRG.bam,RRAP-ECO03-2022-Shys-TSMA-985_L1,,RRAP-ECO03-2022-Shys-TSMA-985,batch1,L1,TSMA-985,985,TSMA,8.22,87.6,7.26,3.39,0.9701,TSMA_BA2D_P3,TSMA_BA2D,-9.74409,143.41574,8.8,8.8,Masig,Back2,10m,Deep,Plot3,NA,NA,2022,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSMA-974_L1_markedRG.bam,RRAP-ECO03-2022-Shys-TSMA-974_L1,,RRAP-ECO03-2022-Shys-TSMA-974,batch1,L1,TSMA-974,974,TSMA,8.78,91.2,7.62,4.58,0.9684,TSMA_BA2D_P4,TSMA_BA2D,-9.74409,143.41574,8.7,8.7,Masig,Back2,10m,Deep,Plot4,NA,NA,2022,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-TSMA-1040_L2_markedRG.bam,RRAP-ECO03-2022-Shys-TSMA-1040_L2,,RRAP-ECO03-2022-Shys-TSMA-1040,batch1,L2,TSMA-1040,1040,TSMA,5.84,86.41,9.35,4.61,0.9542,TSMA_BA2S_P1,TSMA_BA2S,-9.7442395,143.415763,3.3,3.3,Masig,Back2,5m,Shallow,Plot1,NA,NA,2022,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
